Employee_ID,Training_Date,Training_Name,Training_Hours,Completion_Status,Assessment_Score
EMP10870,2020-11-20,Leadership Essentials,4,Completed,71.9
EMP10870,2021-04-01,Leadership Essentials,40,Completed,71.9
EMP10871,2024-09-28,Customer Handling,8,Completed,78.3
EMP10871,2025-05-15,Leadership Essentials,40,Completed,62.1
EMP10873,2024-02-02,Time Management,8,Completed,81.3
EMP10874,2021-11-02,Leadership Essentials,4,Completed,76.1
EMP10874,2019-09-11,Advanced Excel,24,Completed,90.5
EMP10874,2020-07-06,Communication Skills,16,In Progress,
EMP10874,2022-03-23,Power BI Fundamentals,16,Completed,52.4
EMP10875,2025-01-27,Leadership Essentials,8,Cancelled,
EMP10875,2024-09-13,Cyber Security,4,In Progress,
EMP10876,2026-01-14,Time Management,4,Completed,84.9
EMP10876,2025-01-11,Power BI Fundamentals,16,Completed,84.6
EMP10877,2022-03-11,Customer Handling,4,Completed,99.8
EMP10877,2022-11-14,Sales Negotiation,16,Completed,96.9
EMP10877,2022-07-01,Sales Negotiation,24,Completed,96.9
EMP10877,2023-08-28,Project Management,24,Completed,100.0
EMP10877,2022-07-09,Time Management,8,Completed,61.7
EMP10877,2025-02-07,Cyber Security,24,Completed,69.8
EMP10877,2021-07-12,Project Management,16,Completed,90.6
EMP10878,2026-03-24,Project Management,8,Completed,72.1
EMP10879,2019-08-28,Project Management,4,In Progress,
EMP10879,2020-11-02,Project Management,4,Completed,83.8
EMP10879,2020-09-21,Communication Skills,4,Completed,78.4
EMP10880,2024-02-16,Project Management,16,No Show,
EMP10882,2023-10-04,Cyber Security,40,Completed,73.6
EMP10882,2022-05-01,Cyber Security,24,Completed,80.1
EMP10882,2023-12-24,Time Management,16,Completed,100.0
EMP10883,2021-05-09,Leadership Essentials,16,Completed,71.0
EMP10883,2023-09-30,Project Management,8,In Progress,
EMP10884,2026-05-01,Project Management,4,No Show,
EMP10885,2026-03-05,Advanced Excel,4,Completed,77.3
EMP10887,2024-07-12,Leadership Essentials,16,Completed,60.7
EMP10887,2025-05-21,Sales Negotiation,24,Completed,66.7
EMP10887,2025-05-18,Cyber Security,16,Completed,89.5
EMP10888,2024-02-02,Data Analytics,16,Completed,100.0
EMP10888,2024-03-17,Leadership Essentials,16,Completed,78.2
EMP10889,2023-01-15,Time Management,4,Completed,89.2
EMP10889,2024-09-20,Advanced Excel,40,Completed,66.7
EMP10889,2025-04-19,Power BI Fundamentals,40,Completed,78.5
EMP10890,2020-11-07,CUSTOMER HANDLING,40,Completed,81.1
EMP10891,2022-06-13,Communication Skills,24,Completed,59.3
EMP10891,2024-04-02,Project Management,8,Completed,69.6
EMP10891,2023-10-18,Sales Negotiation,24,Completed,77.9
EMP10893,2023-06-02,Time Management,16,Completed,43.4
EMP10894,2023-02-22,Sales Negotiation,16,Completed,88.8
EMP10894,2024-01-16,Power BI Fundamentals,16,Completed,82.4
EMP10895,2024-09-17,Cyber Security,8,In Progress,
EMP10896,2019-09-21,Communication Skills,16,Completed,89.5
EMP10896,2020-01-19,Leadership Essentials,4,Completed,86.7
EMP10898,2022-08-20,Project Management,16,Completed,74.5
EMP10898,2026-01-29,Leadership Essentials,24,In Progress,
EMP10899,2026-06-27,Project Management,4,Completed,57.5
EMP10900,2026-02-11,Leadership Essentials,8,Completed,86.2
EMP10901,2023-07-07,Project Management,4,Completed,71.8
EMP10901,2023-04-29,Sales Negotiation,40,Completed,72.6
EMP10903,2024-04-14,Communication Skills,24,Completed,81.9
EMP10903,2022-04-13,Time Management,8,Completed,90.9
EMP10904,2023-01-20,Sales Negotiation,16,Completed,88.7
EMP10907,2025-11-23,Cyber Security,8,Completed,88.2
EMP10908,2023-08-11,Time Management,16,Completed,67.4
EMP10908,2022-11-23,Advanced Excel,4,Completed,93.3
EMP10909,2023-03-30,Project Management,24,Completed,78.2
EMP10909,2026-06-20,Cyber Security,8,Completed,62.0
EMP10911,2025-05-14,Sales Negotiation,16,Completed,83.3
EMP10912,2025-07-02,Advanced Excel,24,Completed,79.7
EMP10913,2020-06-14,Cyber Security,24,In Progress,
EMP10913,2020-08-26,Customer Handling,16,Completed,54.5
EMP10913,2021-07-12,Time Management,4,Completed,78.6
EMP10913,2020-02-10,Communication Skills,8,Cancelled,
EMP10915,2023-12-13,Data Analytics,24,Cancelled,
EMP10915,2022-02-05,Power BI Fundamentals,40,Completed,65.7
EMP10916,2022-03-31,Time Management,16,Completed,73.9
EMP10916,2021-07-20,Power BI Fundamentals,24,Completed,85.9
EMP10916,2023-01-15,Leadership Essentials,40,In Progress,
EMP10916,2024-04-28,Data Analytics,24,In Progress,
EMP10919,2022-04-23,Sales Negotiation,16,In Progress,
EMP10919,2023-11-01,Advanced Excel,16,In Progress,
EMP10919,2023-03-30,Customer Handling,40,Completed,96.0
EMP10919,2019-10-07,Power BI Fundamentals,16,No Show,
EMP10920,2024-10-09,Sales Negotiation,16,In Progress,
EMP10920,2021-11-30,Data Analytics,16,Completed,76.1
EMP10921,2025-08-10,Sales Negotiation,8,In Progress,
EMP10922,2025-08-22,Advanced Excel,16,Completed,85.6
EMP10922,2024-03-26,Sales Negotiation,8,Completed,73.1
EMP10922,2026-04-20,Power BI Fundamentals,8,Completed,53.7
EMP10923,2024-03-25,Communication Skills,24,Completed,90.9
EMP10923,2022-02-21,Communication Skills,16,Completed,64.0
EMP10924,2026-06-10,Communication Skills,8,No Show,
EMP10924,2025-07-09,Data Analytics,8,Completed,82.5
EMP10924,2024-07-07,Advanced Excel,16,Completed,80.4
EMP10924,2023-07-24,Advanced Excel,4,Completed,84.7
EMP10925,2023-10-04,Cyber Security,8,Completed,54.8
EMP10927,2024-02-23,Leadership Essentials,4,Cancelled,
EMP10928,2025-08-13,Data Analytics,4,In Progress,
EMP10930,2023-03-05,Project Management,16,Completed,90.9
EMP10930,2025-10-29,Cyber Security,16,In Progress,
EMP10930,2025-01-16,Customer Handling,24,Cancelled,
EMP10930,2026-04-26,Communication Skills,16,In Progress,
EMP10930,2024-04-27,Customer Handling,40,Completed,72.3
EMP10931,2024-11-03,Sales Negotiation,4,Completed,81.4
EMP10931,2026-04-08,Advanced Excel,24,Completed,93.0
EMP10931,2025-03-30,Data Analytics,8,Completed,75.2
EMP10933,2020-12-04,Power BI Fundamentals,24,In Progress,
EMP10933,2023-04-03,Sales Negotiation,16,Cancelled,
EMP10935,2026-02-26,Advanced Excel,24,In Progress,
EMP10938,2026-06-04,Project Management,16,In Progress,
EMP10939,2024-11-21,Communication Skills,16,Completed,70.0
EMP10940,2023-07-18,Time Management,24,Completed,86.2
EMP10940,2024-10-03,Time Management,4,Completed,79.1
EMP10941,2023-02-07,Advanced Excel,16,Completed,48.0
EMP10941,2024-11-17,Project Management,16,Completed,87.9
EMP10941,2024-04-12,Cyber Security,40,Completed,44.3
EMP10941,2024-10-07,Cyber Security,40,Completed,83.7
EMP10942,2025-02-19,Power BI Fundamentals,4,Completed,87.0
EMP10942,2025-08-21,Cyber Security,40,Completed,82.9
EMP10943,2020-11-10,Communication Skills,8,Completed,97.0
EMP10943,2023-09-15,Communication Skills,24,Completed,81.5
EMP10943,2024-03-14,Customer Handling,8,Completed,88.0
EMP10945,2022-12-18,Advanced Excel,16,Completed,56.5
EMP10945,2021-05-26,Customer Handling,16,In Progress,
EMP10945,2022-01-07,Advanced Excel,16,Completed,91.2
EMP10945,2023-04-22,Advanced Excel,8,Completed,67.8
EMP10946,2024-08-20,Advanced Excel,24,Completed,82.2
EMP10947,2022-12-07,Project Management,8,Completed,89.8
EMP10947,2021-06-11,Time Management,8,Completed,66.2
EMP10949,2021-05-07,Communication Skills,8,In Progress,
EMP10949,2023-09-16,Advanced Excel,24,In Progress,
EMP10949,2020-10-09,Time Management,4,Completed,76.9
EMP10950,2020-10-07,Project Management,4,Completed,100.0
EMP10952,2025-10-30,Data Analytics,24,Cancelled,
EMP10954,2021-05-26,Project Management,16,Completed,69.2
EMP10954,2021-12-26,Cyber Security,16,Completed,90.8
EMP10956,2022-04-01,Time Management,24,Completed,84.4
EMP10956,2024-11-10,Leadership Essentials,4,Completed,69.2
EMP10956,2022-09-29,Customer Handling,16,Completed,87.7
EMP10957,2024-05-27,Leadership Essentials,16,Completed,68.5
EMP10957,2020-05-21,Time Management,16,In Progress,
EMP10957,2022-09-12,Power BI Fundamentals,24,Completed,78.9
EMP10957,2023-09-01,Communication Skills,4,In Progress,
EMP10958,2022-07-31,Cyber Security,8,Completed,79.5
EMP10958,2022-08-28,Cyber Security,16,In Progress,
EMP10958,2021-03-01,Project Management,4,No Show,
EMP10960,2022-06-28,Project Management,8,Completed,74.3
EMP10960,2025-12-18,Data Analytics,4,Completed,100.0
EMP10961,2025-07-19,Power BI Fundamentals,24,Completed,73.1
EMP10961,2024-05-28,Time Management,8,Completed,76.8
EMP10963,2021-09-04,Time Management,16,Completed,63.0
EMP10963,2025-02-10,Communication Skills,8,Completed,75.1
EMP10963,2022-06-20,Advanced Excel,40,In Progress,
EMP10965,2026-04-05,Cyber Security,24,Completed,81.4
EMP10965,2023-08-24,Leadership Essentials,8,Completed,69.4
EMP10967,2024-07-21,Power BI Fundamentals,4,Completed,94.5
EMP10967,2025-07-06,Sales Negotiation,8,Completed,57.7
EMP10967,2023-06-21,Project Management,16,Completed,84.3
EMP10967,2024-12-15,Data Analytics,24,Cancelled,
EMP10967,2022-12-25,Customer Handling,8,Completed,76.0
EMP10968,2026-05-07,Communication Skills,16,Completed,73.9
EMP10968,2026-04-23,Sales Negotiation,24,In Progress,
EMP10969,2021-10-21,Sales Negotiation,16,Completed,77.4
EMP10969,2021-04-26,Data Analytics,16,Completed,81.0
EMP10969,2019-07-21,Time Management,40,Completed,58.0
EMP10971,2023-07-30,Customer Handling,24,Completed,78.8
EMP10971,2025-02-15,Data Analytics,16,Completed,89.1
EMP10971,2025-02-07,Leadership Essentials,8,Completed,89.0
EMP10971,2024-06-30,Time Management,4,In Progress,
EMP10971,2024-06-21,Project Management,16,Completed,70.1
EMP10972,2025-08-22,Customer Handling,16,Completed,84.5
EMP10973,2020-04-14,Power BI Fundamentals,16,In Progress,
EMP10973,2021-07-24,Advanced Excel,8,Completed,79.6
EMP10974,2024-01-22,Customer Handling,40,Completed,100.0
EMP10974,2024-02-20,Time Management,8,Completed,83.9
EMP10974,2022-12-27,Sales Negotiation,16,Completed,100.0
EMP10975,2023-06-10,Communication Skills,24,Completed,90.6
EMP10975,2025-05-05,Sales Negotiation,8,Completed,72.3
EMP10975,2024-05-04,Customer Handling,8,Completed,92.3
EMP10976,2021-10-16,Cyber Security,40,Completed,79.5
EMP10976,2022-04-28,Leadership Essentials,16,Completed,68.1
EMP10977,2026-01-08,Project Management,24,Completed,82.3
EMP10978,2024-11-02,Data Analytics,24,Completed,71.3
EMP10979,2023-03-11,Communication Skills,16,Completed,84.0
EMP10979,2025-11-14,Communication Skills,8,Completed,77.1
EMP10979,2025-03-22,Leadership Essentials,8,Completed,76.9
EMP10980,2025-03-25,Data Analytics,8,In Progress,
EMP10980,2024-09-30,Sales Negotiation,40,Completed,64.5
EMP10980,2024-01-08,Cyber Security,16,Completed,75.5
EMP10981,2022-10-23,Customer Handling,40,Completed,66.7
EMP10981,2022-03-09,Data Analytics,16,Completed,74.3
EMP10981,2020-06-22,Leadership Essentials,8,Completed,91.7
EMP10982,2025-12-29,Power BI Fundamentals,16,In Progress,
EMP10982,2025-12-12,Cyber Security,24,Cancelled,
EMP10983,2025-12-18,Project Management,16,In Progress,
EMP10983,2026-03-25,Cyber Security,40,Cancelled,
EMP10984,2023-01-05,Sales Negotiation,24,Completed,69.0
EMP10984,2022-05-11,Project Management,16,Completed,69.1
EMP10984,2022-08-05,Cyber Security,8,In Progress,
EMP10984,2026-05-13,Cyber Security,8,Completed,85.4
EMP10984,2024-11-19,Advanced Excel,8,Completed,75.5
EMP10985,2025-03-27,Power BI Fundamentals,16,Completed,83.5
EMP10985,2025-07-04,Customer Handling,8,Cancelled,
EMP10985,2021-12-14,Customer Handling,40,Completed,81.7
EMP10985,2023-11-26,Communication Skills,16,Completed,79.2
EMP10985,2024-11-14,Power BI Fundamentals,8,Completed,69.1
EMP10985,2025-01-16,Cyber Security,16,Completed,84.0
EMP10986,2023-05-25,Advanced Excel,24,Completed,76.5
EMP10986,2021-09-06,Data Analytics,16,Completed,69.1
EMP10986,2025-01-16,Project Management,16,Cancelled,
EMP10986,2023-05-03,Time Management,16,Completed,100.0
EMP10989,2021-12-13,Leadership Essentials,8,Completed,85.4
EMP10989,2024-07-10,Customer Handling,40,Completed,89.1
EMP10993,2025-07-26,Sales Negotiation,24,Completed,77.8
EMP10994,2021-11-27,Data Analytics,24,Completed,75.7
EMP10994,2025-02-06,Time Management,24,Completed,76.0
EMP10994,2022-01-25,Data Analytics,24,Completed,80.0
EMP10994,2024-09-09,Sales Negotiation,24,In Progress,
EMP10994,2022-09-12,Sales Negotiation,8,Completed,76.8
EMP10995,2023-11-17,Customer Handling,24,Completed,94.1
EMP10995,2022-07-06,Data Analytics,40,In Progress,
EMP10995,2022-08-06,Communication Skills,24,Completed,90.7
EMP10996,2019-10-08,Communication Skills,16,Completed,40.5
EMP10996,2021-07-17,Communication Skills,16,Completed,91.5
EMP10996,2020-06-08,Leadership Essentials,24,Completed,79.8
EMP10996,2019-04-11,Project Management,16,Completed,78.6
EMP10996,2022-07-30,Time Management,8,Completed,87.5
EMP10998,2019-12-31,Advanced Excel,24,In Progress,
EMP10998,2021-09-14,Data Analytics,8,Cancelled,
EMP10998,2022-10-16,Cyber Security,40,Completed,79.5
EMP10999,2025-05-31,Cyber Security,24,Completed,47.4
EMP11001,2025-07-30,Data Analytics,4,Completed,100.0
EMP11002,2025-10-25,Leadership Essentials,8,Completed,73.8
EMP11002,2025-02-04,Advanced Excel,8,Completed,97.6
EMP11003,2025-09-28,Project Management,24,Completed,87.3
EMP11003,2025-09-23,Sales Negotiation,8,Completed,50.5
EMP11004,2024-06-14,Data Analytics,4,In Progress,
EMP11004,2022-05-05,Leadership Essentials,16,Completed,79.7
EMP11005,2020-02-07,Advanced Excel,8,Completed,73.8
EMP11005,2019-12-04,Power BI Fundamentals,16,In Progress,
EMP11005,2023-09-12,Project Management,16,Completed,76.2
EMP11006,2024-12-08,Time Management,24,Completed,71.1
EMP11008,2025-07-27,Cyber Security,8,Cancelled,
EMP11008,2025-10-28,Data Analytics,4,Completed,35.0
EMP11009,2026-05-06,Cyber Security,16,Completed,77.6
EMP11009,2025-04-09,Communication Skills,24,Completed,84.6
EMP11010,2025-02-21,Leadership Essentials,24,Cancelled,
EMP11010,2022-10-07,Advanced Excel,40,Completed,83.6
EMP11012,2026-03-07,Communication Skills,16,Cancelled,
EMP11013,2021-01-18,Cyber Security,24,Cancelled,
EMP11013,2022-01-10,Sales Negotiation,24,In Progress,
EMP11013,2022-04-01,Customer Handling,16,No Show,
EMP11014,2025-01-03,Time Management,16,Completed,91.9
EMP11015,2024-02-10,Data Analytics,24,Completed,76.6
EMP11015,2021-11-24,Cyber Security,24,Completed,94.8
EMP11015,2022-12-12,Advanced Excel,4,In Progress,
EMP11015,2023-11-10,Sales Negotiation,16,Completed,96.8
EMP11017,2026-03-17,Cyber Security,24,Completed,68.9
EMP11017,2023-12-23,Customer Handling,24,In Progress,
EMP11017,2024-04-07,Sales Negotiation,8,Completed,68.9
EMP11018,2023-01-16,Project Management,16,Completed,82.2
EMP11018,2020-11-05,Leadership Essentials,16,Completed,76.8
EMP11018,2023-01-04,Advanced Excel,4,Completed,91.1
EMP11018,2023-02-06,Advanced Excel,4,Completed,74.8
EMP11020,2023-01-17,Advanced Excel,40,Completed,79.9
EMP11020,2022-07-19,Advanced Excel,16,No Show,
EMP11020,2023-09-26,Sales Negotiation,8,No Show,
EMP11021,2021-02-26,Power BI Fundamentals,4,Completed,56.5
EMP11021,2022-01-12,Communication Skills,16,Completed,64.1
EMP11021,2020-05-03,Leadership Essentials,24,Completed,81.9
EMP11022,2024-06-04,Time Management,8,Cancelled,
EMP11022,2024-07-24,Time Management,8,Completed,93.9
EMP11022,2026-02-20,Time Management,4,Completed,78.8
EMP11022,2023-07-23,Sales Negotiation,16,In Progress,
EMP11023,2025-12-08,Customer Handling,4,Completed,85.6
EMP11023,2025-11-04,Advanced Excel,8,Completed,73.4
EMP11023,2025-01-14,Time Management,24,Completed,62.8
EMP11025,2023-03-03,Data Analytics,16,No Show,
EMP11025,2025-01-04,CYBER SECURITY,40,Completed,86.1
EMP11026,2026-01-04,Sales Negotiation,8,Cancelled,
EMP11029,2023-08-20,Cyber Security,8,Completed,71.7
EMP11029,2020-03-03,Customer Handling,16,Completed,69.0
EMP11031,2025-02-04,Time Management,40,No Show,
EMP11039,2022-01-05,Data Analytics,40,Completed,81.9
EMP11039,2022-04-13,Advanced Excel,24,Completed,71.6
EMP11040,2024-07-23,Project Management,24,Cancelled,
EMP11042,2024-11-02,Advanced Excel,16,In Progress,
EMP11042,2023-08-15,POWER BI FUNDAMENTALS,24,Completed,68.3
EMP11042,2025-07-14,Data Analytics,40,Completed,75.5
EMP11042,2025-06-08,Cyber Security,4,Completed,82.4
EMP11042,2022-01-14,Leadership Essentials,16,Completed,69.8
EMP11043,2025-10-31,Cyber Security,24,In Progress,
EMP11044,2023-03-26,Power BI Fundamentals,16,Completed,94.9
EMP11044,2021-01-25,Power BI Fundamentals,24,Completed,64.3
EMP11044,2021-08-30,Power BI Fundamentals,8,Completed,61.3
EMP11045,2023-03-19,Sales Negotiation,16,Completed,87.7
EMP11045,2022-03-26,Advanced Excel,16,Completed,65.6
EMP11045,2021-08-07,Power BI Fundamentals,16,Cancelled,
EMP11045,2020-10-14,Time Management,16,No Show,
EMP11045,2021-06-11,Power BI Fundamentals,16,Completed,70.0
EMP11045,2024-05-27,Advanced Excel,8,Completed,77.5
EMP11046,2022-01-21,Communication Skills,24,Completed,55.3
EMP11046,2024-07-04,Advanced Excel,24,In Progress,
EMP11046,2023-12-30,Data Analytics,24,Completed,75.2
EMP11046,2022-01-20,Time Management,24,Completed,97.4
EMP11046,2022-01-03,Data Analytics,16,Completed,49.3
EMP11046,2021-12-17,Leadership Essentials,16,In Progress,
EMP11047,2024-12-21,Power BI Fundamentals,24,Completed,86.2
EMP11047,2023-10-30,Sales Negotiation,8,Completed,95.6
EMP11047,2024-12-25,Project Management,16,In Progress,
EMP11047,2021-03-22,Advanced Excel,4,Completed,63.4
EMP11049,2025-08-02,Leadership Essentials,8,Completed,67.9
EMP11050,2022-01-27,Data Analytics,4,Cancelled,
EMP11051,2021-12-02,Time Management,24,Completed,73.8
EMP11051,2025-01-05,Communication Skills,24,Completed,57.0
EMP11051,2021-09-24,Data Analytics,4,In Progress,
EMP11052,2022-12-07,Advanced Excel,16,Completed,61.1
EMP11052,2024-07-02,Power BI Fundamentals,8,Completed,78.1
EMP11052,2020-11-16,Customer Handling,16,Completed,81.0
EMP11052,2024-01-25,Leadership Essentials,16,In Progress,
EMP11052,2021-05-08,Advanced Excel,8,Completed,85.7
EMP11052,2020-11-11,Advanced Excel,24,Completed,43.4
EMP11053,2022-01-26,Power BI Fundamentals,8,Completed,69.2
EMP11053,2023-06-28,Customer Handling,4,Completed,78.2
EMP11053,2023-06-07,Project Management,16,In Progress,
EMP11053,2021-04-06,Power BI Fundamentals,24,Completed,69.5
EMP11053,2021-10-08,Data Analytics,40,Completed,85.0
EMP11054,2021-10-18,Cyber Security,16,In Progress,
EMP11054,2023-10-24,Leadership Essentials,16,Completed,80.3
EMP11054,2022-12-28,Communication Skills,16,Completed,73.9
EMP11056,2026-05-02,Customer Handling,16,Completed,74.3
EMP11057,2020-09-18,Leadership Essentials,40,In Progress,
EMP11058,2023-04-13,Power BI Fundamentals,16,Completed,100.0
EMP11058,2022-08-10,Customer Handling,40,In Progress,
EMP11058,2023-12-19,Power BI Fundamentals,16,Completed,48.4
EMP11058,2022-01-10,Sales Negotiation,24,Completed,100.0
EMP11058,2022-02-23,Data Analytics,40,Completed,89.5
EMP11059,2023-12-09,Time Management,16,Cancelled,
EMP11059,2025-04-13,Sales Negotiation,4,Completed,91.8
EMP11060,2025-11-07,Project Management,24,Cancelled,
EMP11061,2022-11-10,Power BI Fundamentals,40,Completed,77.0
EMP11061,2022-01-19,Project Management,16,In Progress,
EMP11061,2021-03-17,Time Management,8,No Show,
EMP11061,2023-10-19,Power BI Fundamentals,8,Completed,90.9
EMP11062,2025-05-23,Power BI Fundamentals,16,Completed,77.3
EMP11062,2024-04-22,Communication Skills,8,Completed,71.4
EMP11064,2024-09-28,Advanced Excel,24,In Progress,
EMP11064,2022-09-07,Leadership Essentials,8,Completed,67.9
EMP11064,2023-01-04,Communication Skills,40,Completed,66.2
EMP11064,2024-10-25,Leadership Essentials,4,Completed,76.0
EMP11066,2026-05-18,Communication Skills,16,Completed,64.3
EMP11066,2025-12-05,Data Analytics,16,Cancelled,
EMP11067,2023-01-13,Customer Handling,24,Completed,82.9
EMP11067,2023-09-11,Communication Skills,24,Completed,92.3
EMP11067,2022-01-23,Data Analytics,16,Cancelled,
EMP11067,2024-02-10,Time Management,4,Completed,77.8
EMP11067,2020-07-12,Power BI Fundamentals,24,Cancelled,
EMP11072,2024-07-30,Communication Skills,24,Completed,78.4
EMP11072,2024-08-02,Time Management,8,Completed,64.7
EMP11074,2021-07-12,Project Management,8,Completed,81.0
EMP11074,2021-07-28,Customer Handling,4,Cancelled,
EMP11074,2020-01-27,Data Analytics,4,In Progress,
EMP11076,2025-11-16,Time Management,8,Completed,79.2
EMP11076,2026-05-17,Cyber Security,16,Completed,85.0
EMP11076,2025-12-13,Advanced Excel,16,Completed,100.0
EMP11077,2024-08-06,Power BI Fundamentals,16,Completed,73.7
EMP11078,2025-07-31,Customer Handling,8,Completed,75.2
EMP11078,2025-11-12,Customer Handling,8,Completed,95.1
EMP11079,2023-03-01,Cyber Security,4,Completed,100.0
EMP11079,2023-07-29,Data Analytics,40,In Progress,
EMP11079,2025-05-21,Cyber Security,16,Completed,68.6
EMP11079,2024-12-05,Sales Negotiation,16,Cancelled,
EMP11079,2023-06-25,Advanced Excel,40,Completed,69.6
EMP11079,2025-06-11,Customer Handling,40,Completed,69.9
EMP11080,2024-04-03,Cyber Security,16,Completed,85.8
EMP11080,2022-05-08,Data Analytics,24,Completed,57.6
EMP11080,2024-07-25,Power BI Fundamentals,8,Completed,80.5
EMP11080,2023-11-18,Communication Skills,4,Completed,77.4
EMP11081,2024-09-30,Advanced Excel,40,Completed,86.5
EMP11081,2024-10-27,Customer Handling,16,Completed,73.4
EMP11082,2022-08-04,Communication Skills,8,Completed,94.6
EMP11082,2026-05-11,Project Management,16,Completed,89.4
EMP11083,2025-04-21,Time Management,16,Cancelled,
EMP11083,2024-10-22,Power BI Fundamentals,4,Completed,64.7
EMP11083,2023-01-15,Time Management,24,In Progress,
EMP11085,2024-01-21,Data Analytics,4,In Progress,
EMP11085,2021-02-09,Cyber Security,24,Completed,100.0
EMP11085,2019-12-06,Data Analytics,40,Completed,90.4
EMP11085,2020-08-09,Project Management,8,Completed,77.0
EMP11086,2025-05-19,Cyber Security,8,No Show,
EMP11086,2025-05-11,Cyber Security,24,Completed,75.2
EMP11086,2025-12-01,Leadership Essentials,16,Completed,82.8
EMP11087,2022-08-18,Time Management,8,Completed,82.6
EMP11087,2021-09-11,Communication Skills,8,Completed,63.3
EMP11088,2023-07-29,Advanced Excel,16,Completed,98.7
EMP11088,2022-03-11,Customer Handling,8,Completed,90.8
EMP11088,2024-05-15,Advanced Excel,40,Completed,78.9
EMP11088,2024-01-09,Power BI Fundamentals,16,Completed,69.7
EMP11089,2023-03-25,Advanced Excel,16,Completed,89.2
EMP11089,2022-11-17,Power BI Fundamentals,16,Completed,60.8
EMP11089,2021-05-12,Cyber Security,16,Completed,100.0
EMP11089,2022-03-08,Advanced Excel,8,Completed,91.4
EMP11089,2022-08-24,Project Management,40,Completed,92.4
EMP11089,2023-11-18,Advanced Excel,16,Completed,67.7
EMP11092,2021-01-13,Project Management,4,Completed,58.0
EMP11092,2024-07-24,Project Management,24,Completed,98.3
EMP11092,2019-10-15,Customer Handling,24,Completed,65.4
EMP11093,2022-10-01,Data Analytics,40,Completed,90.0
EMP11093,2025-02-20,Communication Skills,16,Completed,78.4
EMP11096,2023-05-05,Customer Handling,16,Completed,55.9
EMP11096,2021-06-17,Leadership Essentials,4,Completed,85.5
EMP11098,2022-12-08,Advanced Excel,8,Completed,85.0
EMP11099,2026-06-16,Cyber Security,8,Completed,87.6
EMP11099,2026-02-23,Communication Skills,16,Completed,81.2
EMP11100,2024-02-28,CYBER SECURITY,16,Completed,55.5
EMP11101,2023-12-27,Advanced Excel,16,In Progress,
EMP11101,2020-11-28,Advanced Excel,8,Completed,94.6
EMP11102,2025-01-14,Data Analytics,16,Completed,55.8
EMP11102,2025-03-27,Power BI Fundamentals,4,Completed,100.0
EMP11103,2025-12-25,Customer Handling,24,Completed,78.4
EMP11103,2024-05-10,Time Management,4,Completed,89.2
EMP11104,2021-07-15,Sales Negotiation,16,Completed,90.6
EMP11105,2025-04-04,Advanced Excel,16,In Progress,
EMP11105,2022-09-18,Power BI Fundamentals,8,In Progress,
EMP11105,2024-06-24,Project Management,4,Completed,84.0
EMP11106,2022-12-27,Time Management,8,Completed,77.9
EMP11106,2026-02-04,Customer Handling,24,Completed,97.4
EMP11106,2023-02-05,Power BI Fundamentals,24,In Progress,
EMP11107,2023-11-24,Customer Handling,8,In Progress,
EMP11107,2022-06-30,Time Management,24,Completed,91.0
EMP11107,2022-11-11,Advanced Excel,4,In Progress,
EMP11107,2020-03-16,Leadership Essentials,24,Completed,91.4
EMP11107,2020-05-16,Data Analytics,8,Completed,96.8
EMP11107,2021-03-24,Project Management,16,Completed,89.7
EMP11108,2024-05-12,Cyber Security,24,Completed,76.6
EMP11109,2020-08-09,Data Analytics,16,Completed,96.1
EMP11109,2021-11-14,Project Management,8,In Progress,
EMP11109,2021-01-14,Power BI Fundamentals,4,Cancelled,
EMP11109,2025-04-01,Power BI Fundamentals,8,In Progress,
EMP11109,2023-06-06,Time Management,16,In Progress,
EMP11111,2021-01-06,Cyber Security,16,Completed,100.0
EMP11111,2019-10-08,Sales Negotiation,16,Completed,94.3
EMP11112,2024-03-09,Time Management,40,Completed,66.8
EMP11116,2025-12-04,Data Analytics,16,Completed,80.5
EMP11117,2024-12-12,Customer Handling,16,Completed,75.1
EMP11117,2022-12-22,Leadership Essentials,8,In Progress,
EMP11117,2022-11-30,Power BI Fundamentals,4,Completed,59.1
EMP11117,2023-02-23,Data Analytics,8,Completed,92.2
EMP11120,2025-05-24,Data Analytics,24,Completed,100.0
EMP11122,2025-07-15,Data Analytics,4,Completed,77.7
EMP11123,2024-11-05,Cyber Security,8,Completed,93.4
EMP11123,2020-08-15,Time Management,16,Completed,88.9
EMP11124,2024-09-27,Customer Handling,24,Completed,92.0
EMP11124,2025-07-20,Leadership Essentials,16,In Progress,
EMP11125,2026-05-22,Project Management,8,In Progress,
EMP11126,2026-01-11,Communication Skills,16,No Show,
EMP11126,2025-12-07,Time Management,16,Completed,76.5
EMP11128,2025-04-03,Cyber Security,16,Completed,72.8
EMP11130,2024-07-10,Sales Negotiation,8,No Show,
EMP11131,2023-10-01,Data Analytics,16,Completed,96.2
EMP11131,2024-03-04,Sales Negotiation,24,In Progress,
EMP11132,2020-11-22,Project Management,24,Completed,86.0
EMP11133,2021-11-08,Sales Negotiation,24,Completed,66.7
EMP11135,2023-06-09,Power BI Fundamentals,16,Completed,67.9
EMP11136,2021-08-19,Customer Handling,8,Completed,86.4
EMP11136,2023-03-16,Customer Handling,16,In Progress,
EMP11136,2024-03-30,Cyber Security,16,Completed,90.7
