Employee_ID,Event_Date,Event_Type,Old_Department_ID,New_Department_ID,Event_Reason
EMP10896,2020-08-22,Manager Change,101.0,101.0,Reporting-line change
EMP10897,2025-08-21,Joining,,,Initial employment
EMP10897,2026-06-17,Promotion,101.0,101.0,Role progression
EMP10898,2021-11-30,Joining,,,Initial employment
EMP10899,2025-01-26,Joining,,,Initial employment
EMP10899,2026-02-19,Promotion,101.0,101.0,Role progression
EMP10900,2025-03-09,Joining,,,Initial employment
EMP10901,2023-02-25,Joining,,,Initial employment
EMP10902,2024-09-17,Joining,,,Initial employment
EMP10903,2020-01-04,Joining,,,Initial employment
EMP10903,2025-07-13,Rehire,107.0,107.0,Returned employee
EMP10904,2019-05-31,Joining,,,Initial employment
EMP10904,2021-07-22,Manager Change,102.0,102.0,Reporting-line change
EMP10904,2021-01-29,Rehire,102.0,102.0,Returned employee
EMP10904,2022-04-11,Transfer,102.0,103.0,Business transfer
EMP10905,2022-02-08,Joining,,,Initial employment
EMP10905,2025-06-01,Transfer,105.0,105.0,Business transfer
EMP10906,2023-02-12,Joining,,,Initial employment
EMP10906,2025-06-30,Leave of Absence,104.0,104.0,Temporary leave
EMP10906,2023-10-09,Promotion,104.0,104.0,Role progression
EMP10906,2025-11-01,Transfer,104.0,108.0,Business transfer
EMP10907,2022-12-30,Joining,,,Initial employment
EMP10907,2023-07-03,Promotion,106.0,106.0,Role progression
EMP10908,2021-12-06,Joining,,,Initial employment
EMP10908,2022-06-18,Transfer,106.0,108.0,Business transfer
EMP10909,2021-10-20,Joining,,,Initial employment
EMP10910,2023-05-18,Joining,,,Initial employment
EMP10910,2024-07-08,Leave of Absence,102.0,102.0,Temporary leave
EMP10910,2025-04-18,Termination,102.0,102.0,Involuntary exit
EMP10911,2024-08-02,Joining,,,Initial employment
EMP10911,2025-02-14,Manager Change,101.0,101.0,Reporting-line change
EMP10912,2022-10-21,Joining,,,Initial employment
EMP10912,2023-09-12,Promotion,103.0,103.0,Role progression
EMP10913,2019-03-10,Joining,,,Initial employment
EMP10913,2024-01-26,Transfer,107.0,108.0,Business transfer
EMP10913,2022-07-17,Transfer,107.0,101.0,Business transfer
EMP10913,2022-05-22,Rehire,107.0,107.0,Returned employee
EMP10914,2025-06-04,Joining,,,Initial employment
EMP10914,2026-01-05,Leave of Absence,104.0,104.0,Temporary leave
EMP10915,2021-08-01,Joining,,,Initial employment
EMP10915,2025-02-21,Transfer,107.0,107.0,Business transfer
EMP10915,2023-12-22,Resignation,107.0,107.0,Voluntary exit
EMP10916,2021-03-12,Joining,,,Initial employment
EMP10916,2024-08-25,Manager Change,108.0,108.0,Reporting-line change
EMP10916,2022-07-10,Promotion,108.0,108.0,Role progression
EMP10917,2025-06-01,Joining,,,Initial employment
EMP10918,2025-02-28,Joining,,,Initial employment
EMP10919,2019-03-02,Joining,,,Initial employment
EMP10919,2022-04-02,Manager Change,106.0,106.0,Reporting-line change
EMP10920,2021-08-03,Joining,,,Initial employment
EMP10920,2023-11-04,Rehire,108.0,108.0,Returned employee
EMP10920,2023-07-27,Promotion,108.0,108.0,Role progression
EMP10921,2022-08-30,Joining,,,Initial employment
EMP10922,2022-03-30,Joining,,,Initial employment
EMP10923,2019-11-27,Joining,,,Initial employment
EMP10923,2025-04-19,Transfer,102.0,106.0,Business transfer
EMP10924,2023-04-01,Joining,,,Initial employment
EMP10925,2019-12-04,Joining,,,Initial employment
EMP10925,2021-12-19,Promotion,101.0,101.0,Role progression
EMP10926,2023-06-18,Joining,,,Initial employment
EMP10926,2024-04-22,Rehire,107.0,107.0,Returned employee
EMP10927,2022-08-20,Joining,,,Initial employment
EMP10927,2024-06-24,Manager Change,108.0,108.0,Reporting-line change
EMP10927,2026-05-02,Promotion,108.0,108.0,Role progression
EMP10927,2026-03-14,Transfer,108.0,107.0,Business transfer
EMP10927,2024-01-26,Promotion,108.0,108.0,Role progression
EMP10928,2023-03-07,Joining,,,Initial employment
EMP10929,2023-08-01,Joining,,,Initial employment
EMP10930,2022-09-23,Joining,,,Initial employment
EMP10930,2025-07-17,Termination,103.0,103.0,Involuntary exit
EMP10931,2023-04-23,Joining,,,Initial employment
EMP10931,2025-05-25,Manager Change,103.0,103.0,Reporting-line change
EMP10931,2025-01-14,Termination,103.0,103.0,Involuntary exit
EMP10932,2026-05-10,Joining,,,Initial employment
EMP10933,2019-10-02,Joining,,,Initial employment
EMP10933,2020-04-02,Rehire,107.0,107.0,Returned employee
EMP10934,2022-04-02,Joining,,,Initial employment
EMP10934,2023-04-03,Promotion,108.0,108.0,Role progression
EMP10935,2025-06-24,Joining,,,Initial employment
EMP10936,2026-03-21,Joining,,,Initial employment
EMP10937,2025-12-26,Joining,,,Initial employment
EMP10938,2025-08-31,Joining,,,Initial employment
EMP10939,2024-06-16,Joining,,,Initial employment
EMP10939,2025-11-08,Manager Change,102.0,102.0,Reporting-line change
EMP10939,2026-05-02,Promotion,102.0,102.0,Role progression
EMP10940,2021-05-19,Joining,,,Initial employment
EMP10940,2023-05-30,Promotion,101.0,101.0,Role progression
EMP10940,2026-02-24,Transfer,101.0,106.0,Business transfer
EMP10940,2026-06-09,Termination,101.0,101.0,Involuntary exit
EMP10940,2021-12-15,Termination,101.0,101.0,Involuntary exit
EMP10941,2021-10-11,Joining,,,Initial employment
EMP10941,2023-05-07,Manager Change,102.0,102.0,Reporting-line change
EMP10942,2024-03-26,Joining,,,Initial employment
EMP10942,2024-12-21,Manager Change,108.0,108.0,Reporting-line change
EMP10943,2020-08-25,Joining,,,Initial employment
EMP10944,2023-12-05,Joining,,,Initial employment
EMP10945,2020-11-21,Joining,,,Initial employment
EMP10945,2024-02-10,Termination,102.0,102.0,Involuntary exit
EMP10945,2024-03-05,Leave of Absence,102.0,102.0,Temporary leave
EMP10946,2020-05-08,Joining,,,Initial employment
EMP10946,2025-08-21,Termination,106.0,106.0,Involuntary exit
EMP10946,2023-03-27,Promotion,106.0,106.0,Role progression
EMP10946,2022-10-21,Promotion,106.0,106.0,Role progression
EMP10947,2020-05-04,Joining,,,Initial employment
EMP10947,2023-07-31,Resignation,101.0,101.0,Voluntary exit
EMP10947,2023-10-16,Promotion,101.0,101.0,Role progression
EMP10947,2025-01-07,Promotion,101.0,101.0,Role progression
EMP10948,2025-12-31,Joining,,,Initial employment
EMP10949,2020-01-25,Joining,,,Initial employment
EMP10949,2025-05-25,Manager Change,105.0,105.0,Reporting-line change
EMP10949,2026-01-13,Rehire,105.0,105.0,Returned employee
EMP10950,2019-10-22,Joining,,,Initial employment
EMP10950,2022-03-14,Rehire,101.0,101.0,Returned employee
EMP10950,2022-10-28,Resignation,101.0,101.0,Voluntary exit
EMP10951,2022-10-24,Joining,,,Initial employment
EMP10951,2024-12-07,Transfer,107.0,106.0,Business transfer
EMP10952,2023-09-14,Joining,,,Initial employment
EMP10952,2024-06-03,Transfer,102.0,107.0,Business transfer
EMP10953,2026-02-09,Joining,,,Initial employment
EMP10954,2020-10-10,Joining,,,Initial employment
EMP10954,2023-02-15,Transfer,103.0,107.0,Business transfer
EMP10954,2023-09-15,Promotion,103.0,103.0,Role progression
EMP10955,2024-02-17,Joining,,,Initial employment
EMP10956,2020-07-21,Joining,,,Initial employment
EMP10956,2024-11-19,Manager Change,101.0,101.0,Reporting-line change
EMP10956,2025-03-08,Termination,101.0,101.0,Involuntary exit
EMP10957,2020-03-20,Joining,,,Initial employment
EMP10957,2025-05-23,Manager Change,101.0,101.0,Reporting-line change
EMP10958,2019-12-29,Joining,,,Initial employment
EMP10958,2020-07-21,Manager Change,108.0,108.0,Reporting-line change
EMP10958,2023-05-13,Rehire,108.0,108.0,Returned employee
EMP10959,2024-12-10,Joining,,,Initial employment
EMP10960,2022-04-26,Joining,,,Initial employment
EMP10960,2023-01-11,Termination,107.0,107.0,Involuntary exit
EMP10960,2025-09-14,Rehire,107.0,107.0,Returned employee
EMP10960,2025-01-20,Termination,107.0,107.0,Involuntary exit
EMP10961,2021-01-11,Joining,,,Initial employment
EMP10961,2022-04-24,Manager Change,108.0,108.0,Reporting-line change
EMP10961,2023-02-18,Transfer,108.0,105.0,Business transfer
EMP10961,2021-11-22,Transfer,108.0,102.0,Business transfer
EMP10962,2024-08-03,Joining,,,Initial employment
EMP10963,2020-11-10,Joining,,,Initial employment
EMP10963,2024-06-07,Promotion,102.0,102.0,Role progression
EMP10964,2025-10-03,Joining,,,Initial employment
EMP10965,2023-07-01,Joining,,,Initial employment
EMP10965,2024-01-29,Manager Change,108.0,108.0,Reporting-line change
EMP10966,2023-04-22,Joining,,,Initial employment
EMP10966,2025-11-08,Transfer,108.0,107.0,Business transfer
EMP10967,2022-09-20,Joining,,,Initial employment
EMP10967,2025-11-13,Transfer,103.0,103.0,Business transfer
EMP10968,2024-11-09,Joining,,,Initial employment
EMP10968,2026-04-12,Transfer,107.0,101.0,Business transfer
EMP10968,2025-06-27,Resignation,107.0,107.0,Voluntary exit
EMP10969,2019-03-04,Joining,,,Initial employment
EMP10969,2019-12-30,Promotion,101.0,101.0,Role progression
EMP10969,2024-04-28,Transfer,101.0,102.0,Business transfer
EMP10969,2022-11-23,Transfer,101.0,106.0,Business transfer
EMP10970,2026-01-03,Joining,,,Initial employment
EMP10971,2022-03-08,Joining,,,Initial employment
EMP10972,2022-05-13,Joining,,,Initial employment
EMP10972,2025-01-12,Termination,101.0,101.0,Involuntary exit
EMP10973,2019-09-13,Joining,,,Initial employment
EMP10973,2023-05-29,Termination,102.0,102.0,Involuntary exit
EMP10973,2023-11-01,Resignation,102.0,102.0,Voluntary exit
EMP10973,2021-10-23,Termination,102.0,102.0,Involuntary exit
EMP10974,2019-05-15,Joining,,,Initial employment
EMP10974,2022-03-11,Leave of Absence,101.0,101.0,Temporary leave
EMP10974,2022-04-10,Termination,101.0,101.0,Involuntary exit
EMP10975,2021-05-24,Joining,,,Initial employment
EMP10975,2023-09-01,Promotion,102.0,102.0,Role progression
EMP10975,2025-08-02,Manager Change,102.0,102.0,Reporting-line change
EMP10976,2021-04-01,Joining,,,Initial employment
EMP10977,2024-11-05,Joining,,,Initial employment
EMP10978,2021-04-02,Joining,,,Initial employment
EMP10978,2025-03-26,Leave of Absence,101.0,101.0,Temporary leave
EMP10978,2026-05-25,Transfer,101.0,105.0,Business transfer
EMP10978,2022-04-19,Manager Change,101.0,101.0,Reporting-line change
EMP10979,2021-08-31,Joining,,,Initial employment
EMP10979,2024-09-21,Manager Change,102.0,102.0,Reporting-line change
EMP10979,2023-02-27,Manager Change,102.0,102.0,Reporting-line change
EMP10979,2025-08-21,Transfer,102.0,103.0,Business transfer
EMP10980,2023-11-13,Joining,,,Initial employment
EMP10980,2025-07-05,Manager Change,108.0,108.0,Reporting-line change
EMP10980,2024-05-30,Promotion,108.0,108.0,Role progression
EMP10981,2019-05-01,Joining,,,Initial employment
EMP10981,2020-12-24,Transfer,105.0,108.0,Business transfer
EMP10982,2023-06-26,Joining,,,Initial employment
EMP10983,2022-09-26,Joining,,,Initial employment
EMP10983,2025-10-17,Transfer,101.0,103.0,Business transfer
EMP10984,2021-10-04,Joining,,,Initial employment
EMP10984,2025-04-07,Promotion,108.0,108.0,Role progression
EMP10985,2021-07-13,Joining,,,Initial employment
EMP10986,2020-10-06,Joining,,,Initial employment
EMP10986,2026-01-09,Rehire,102.0,102.0,Returned employee
EMP10986,2022-07-12,Transfer,102.0,108.0,Business transfer
EMP10987,2024-07-25,Joining,,,Initial employment
EMP10988,2024-08-30,Joining,,,Initial employment
EMP10989,2019-08-30,Joining,,,Initial employment
EMP10989,2021-05-22,Transfer,101.0,103.0,Business transfer
EMP10989,2020-12-22,Promotion,101.0,101.0,Role progression
EMP10990,2025-11-07,Joining,,,Initial employment
EMP10991,2026-04-22,Joining,,,Initial employment
EMP10992,2025-06-08,Joining,,,Initial employment
EMP10993,2023-06-08,Joining,,,Initial employment
EMP10993,2024-07-16,Promotion,107.0,107.0,Role progression
EMP10993,2024-01-03,Promotion,107.0,107.0,Role progression
EMP10994,2021-03-13,Joining,,,Initial employment
EMP10994,2025-01-18,Manager Change,103.0,103.0,Reporting-line change
EMP10995,2021-08-21,Joining,,,Initial employment
EMP10995,2026-06-17,Manager Change,106.0,106.0,Reporting-line change
EMP10995,2023-03-10,Transfer,106.0,103.0,Business transfer
EMP10995,2022-04-12,Rehire,106.0,106.0,Returned employee
EMP10996,2019-03-10,Joining,,,Initial employment
EMP10996,2023-10-25,Resignation,106.0,106.0,Voluntary exit
EMP10996,2023-01-23,Resignation,106.0,106.0,Voluntary exit
EMP10996,2022-12-09,Leave of Absence,106.0,106.0,Temporary leave
EMP10996,2023-11-05,Manager Change,106.0,106.0,Reporting-line change
EMP10997,2022-02-26,Joining,,,Initial employment
EMP10997,2024-06-25,Promotion,101.0,101.0,Role progression
EMP10998,2019-07-15,Joining,,,Initial employment
EMP10998,2020-09-20,Rehire,103.0,103.0,Returned employee
EMP10999,2024-12-27,Joining,,,Initial employment
EMP11000,2025-05-19,Joining,,,Initial employment
EMP11001,2025-06-17,Joining,,,Initial employment
EMP11002,2021-01-15,Joining,,,Initial employment
EMP11003,2023-08-16,Joining,,,Initial employment
EMP11003,2026-05-12,Transfer,108.0,102.0,Business transfer
EMP11004,2019-10-04,Joining,,,Initial employment
EMP11004,2024-07-20,Manager Change,103.0,103.0,Reporting-line change
EMP11004,2021-11-22,Termination,103.0,103.0,Involuntary exit
EMP11004,2021-04-06,Manager Change,103.0,103.0,Reporting-line change
EMP11005,2019-03-02,Joining,,,Initial employment
EMP11005,2021-06-30,Leave of Absence,107.0,107.0,Temporary leave
EMP11005,2021-09-12,Resignation,107.0,107.0,Voluntary exit
EMP11006,2024-03-28,Joining,,,Initial employment
EMP11006,2026-04-30,Manager Change,103.0,103.0,Reporting-line change
EMP11007,2024-09-30,Joining,,,Initial employment
EMP11008,2025-01-09,Joining,,,Initial employment
EMP11009,2023-11-08,Joining,,,Initial employment
EMP11010,2022-08-27,Joining,,,Initial employment
EMP11010,2023-07-12,Promotion,103.0,103.0,Role progression
EMP11011,2024-01-12,Joining,,,Initial employment
EMP11011,2025-10-10,Transfer,105.0,108.0,Business transfer
EMP11012,2026-02-04,Joining,,,Initial employment
EMP11013,2020-07-20,Joining,,,Initial employment
EMP11014,2023-04-21,Joining,,,Initial employment
EMP11014,2025-07-03,Promotion,101.0,101.0,Role progression
EMP11015,2020-09-13,Joining,,,Initial employment
EMP11015,2025-03-29,Rehire,101.0,101.0,Returned employee
EMP11015,2022-04-11,Promotion,101.0,101.0,Role progression
EMP11016,2024-07-18,Joining,,,Initial employment
EMP11017,2022-04-15,Joining,,,Initial employment
EMP11017,2023-05-10,Resignation,107.0,107.0,Voluntary exit
EMP11017,2023-06-17,Termination,107.0,107.0,Involuntary exit
EMP11017,2024-09-25,Resignation,107.0,107.0,Voluntary exit
EMP11017,2024-11-03,Manager Change,107.0,107.0,Reporting-line change
EMP11017,2023-03-19,Promotion,107.0,107.0,Role progression
EMP11018,2019-11-10,Joining,,,Initial employment
EMP11019,2024-11-14,Joining,,,Initial employment
EMP11020,2022-05-21,Joining,,,Initial employment
EMP11020,2024-09-15,Transfer,106.0,105.0,Business transfer
EMP11021,2019-05-17,Joining,,,Initial employment
EMP11021,2023-12-29,Leave of Absence,102.0,102.0,Temporary leave
EMP11021,2023-04-06,Termination,102.0,102.0,Involuntary exit
EMP11021,2019-12-08,Promotion,102.0,102.0,Role progression
EMP11022,2021-10-26,Joining,,,Initial employment
EMP11022,2026-06-08,Rehire,103.0,103.0,Returned employee
EMP11023,2024-11-26,Joining,,,Initial employment
EMP11023,2026-05-20,Termination,101.0,101.0,Involuntary exit
EMP11023,2025-07-12,Resignation,101.0,101.0,Voluntary exit
EMP11024,2026-02-07,Joining,,,Initial employment
EMP11025,2020-10-23,Joining,,,Initial employment
EMP11025,2024-05-24,Promotion,107.0,107.0,Role progression
EMP11025,2021-06-15,Promotion,107.0,107.0,Role progression
EMP11025,2026-01-06,Promotion,107.0,107.0,Role progression
EMP11026,2025-10-08,Joining,,,Initial employment
EMP11027,2026-05-01,Joining,,,Initial employment
EMP11028,2025-04-27,Joining,,,Initial employment
EMP11028,2026-02-26,Leave of Absence,107.0,107.0,Temporary leave
EMP11029,2019-03-28,Joining,,,Initial employment
EMP11029,2022-12-16,Promotion,101.0,101.0,Role progression
EMP11029,2021-06-10,Termination,101.0,101.0,Involuntary exit
EMP11029,2022-05-08,Promotion,101.0,101.0,Role progression
EMP11029,2024-11-17,Leave of Absence,101.0,101.0,Temporary leave
EMP11030,2025-11-17,Joining,,,Initial employment
EMP11031,2024-10-24,Joining,,,Initial employment
EMP11032,2025-11-23,Joining,,,Initial employment
EMP11033,2025-09-27,Joining,,,Initial employment
EMP11034,2025-11-09,Joining,,,Initial employment
EMP11035,2022-08-01,Joining,,,Initial employment
EMP11035,2023-05-20,Termination,101.0,101.0,Involuntary exit
EMP11035,2024-10-16,Promotion,101.0,101.0,Role progression
EMP11036,2023-08-28,Joining,,,Initial employment
EMP11036,2025-07-30,Transfer,103.0,106.0,Business transfer
EMP11037,2026-05-24,Joining,,,Initial employment
EMP11038,2026-06-12,Joining,,,Initial employment
EMP11039,2020-05-09,Joining,,,Initial employment
EMP11039,2020-12-06,Resignation,106.0,106.0,Voluntary exit
EMP11040,2023-07-06,Joining,,,Initial employment
EMP11040,2024-10-16,Termination,102.0,102.0,Involuntary exit
EMP11040,2025-03-22,Rehire,102.0,102.0,Returned employee
EMP11041,2024-04-26,Joining,,,Initial employment
EMP11041,2025-08-14,Rehire,107.0,107.0,Returned employee
EMP11042,2021-12-04,Joining,,,Initial employment
EMP11042,2024-11-18,Resignation,104.0,104.0,Voluntary exit
EMP11043,2022-11-25,Joining,,,Initial employment
EMP11044,2020-08-19,Joining,,,Initial employment
EMP11044,2025-09-19,Transfer,102.0,108.0,Business transfer
EMP11044,2022-02-23,Termination,102.0,102.0,Involuntary exit
EMP11044,2023-01-11,Promotion,102.0,102.0,Role progression
EMP11044,2024-01-21,Promotion,102.0,102.0,Role progression
EMP11045,2020-03-25,Joining,,,Initial employment
EMP11045,2024-08-16,Transfer,105.0,108.0,Business transfer
EMP11045,2025-08-11,Leave of Absence,105.0,105.0,Temporary leave
EMP11045,2023-05-23,Termination,105.0,105.0,Involuntary exit
EMP11045,2024-03-02,Transfer,105.0,103.0,Business transfer
EMP11045,2025-08-13,Manager Change,105.0,105.0,Reporting-line change
EMP11045,2024-06-01,Termination,105.0,105.0,Involuntary exit
EMP11046,2020-04-29,Joining,,,Initial employment
EMP11046,2024-06-01,Manager Change,107.0,107.0,Reporting-line change
EMP11046,2025-12-13,Promotion,107.0,107.0,Role progression
EMP11047,2020-10-07,Joining,,,Initial employment
EMP11047,2025-03-14,Termination,103.0,103.0,Involuntary exit
EMP11048,2026-04-21,Joining,,,Initial employment
EMP11049,2023-06-18,Joining,,,Initial employment
EMP11050,2020-10-23,Joining,,,Initial employment
EMP11050,2026-05-30,Resignation,106.0,106.0,Voluntary exit
EMP11050,2022-11-28,Transfer,106.0,102.0,Business transfer
EMP11050,2024-09-10,Leave of Absence,106.0,106.0,Temporary leave
EMP11050,2024-04-07,Transfer,106.0,108.0,Business transfer
EMP11051,2021-01-27,Joining,,,Initial employment
EMP11051,2023-01-16,Transfer,103.0,104.0,Business transfer
EMP11051,2025-10-29,Transfer,103.0,105.0,Business transfer
EMP11051,2024-03-21,Termination,103.0,103.0,Involuntary exit
EMP11051,2022-01-13,Resignation,103.0,103.0,Voluntary exit
EMP11052,2019-10-16,Joining,,,Initial employment
EMP11052,2025-09-10,Manager Change,103.0,103.0,Reporting-line change
EMP11052,2020-09-19,Manager Change,103.0,103.0,Reporting-line change
EMP11053,2020-12-21,Joining,,,Initial employment
EMP11053,2021-06-21,Manager Change,102.0,102.0,Reporting-line change
EMP11053,2023-09-28,Transfer,102.0,106.0,Business transfer
EMP11053,2025-11-30,Leave of Absence,102.0,102.0,Temporary leave
EMP11053,2024-05-07,Transfer,102.0,102.0,Business transfer
EMP11054,2020-09-29,Joining,,,Initial employment
EMP11055,2025-04-01,Joining,,,Initial employment
EMP11055,2026-03-03,Leave of Absence,102.0,102.0,Temporary leave
EMP11056,2025-09-29,Joining,,,Initial employment
EMP11057,2020-05-13,Joining,,,Initial employment
EMP11057,2022-05-07,Transfer,103.0,104.0,Business transfer
EMP11057,2025-03-28,Leave of Absence,103.0,103.0,Temporary leave
EMP11057,2025-12-01,Promotion,103.0,103.0,Role progression
EMP11058,2020-09-25,Joining,,,Initial employment
EMP11059,2023-08-01,Joining,,,Initial employment
EMP11059,2024-07-31,Termination,104.0,104.0,Involuntary exit
EMP11060,2024-07-23,Joining,,,Initial employment
EMP11061,2019-04-25,Joining,,,Initial employment
EMP11061,2024-01-07,Manager Change,107.0,107.0,Reporting-line change
EMP11062,2020-11-04,Joining,,,Initial employment
EMP11063,2023-10-03,Joining,,,Initial employment
EMP11064,2022-06-11,Joining,,,Initial employment
EMP11064,2023-05-15,Promotion,104.0,104.0,Role progression
EMP11064,2023-09-14,Transfer,104.0,105.0,Business transfer
EMP11065,2025-03-03,Joining,,,Initial employment
EMP11066,2025-04-13,Joining,,,Initial employment
EMP11067,2019-05-27,Joining,,,Initial employment
EMP11067,2020-08-04,Rehire,103.0,103.0,Returned employee
EMP11067,2022-08-21,Transfer,103.0,106.0,Business transfer
EMP11068,2024-12-05,Joining,,,Initial employment
EMP11069,2020-02-16,Joining,,,Initial employment
EMP11069,2025-06-27,Leave of Absence,108.0,108.0,Temporary leave
EMP11069,2026-01-17,Rehire,108.0,108.0,Returned employee
EMP11069,2021-03-13,Transfer,108.0,102.0,Business transfer
EMP11070,2023-08-15,Joining,,,Initial employment
EMP11071,2025-08-07,Joining,,,Initial employment
EMP11072,2023-03-13,Joining,,,Initial employment
EMP11072,2024-10-23,Manager Change,104.0,104.0,Reporting-line change
EMP11073,2019-05-17,Joining,,,Initial employment
EMP11074,2019-01-19,Joining,,,Initial employment
EMP11074,2021-10-20,Transfer,104.0,101.0,Business transfer
EMP11074,2021-06-14,Manager Change,104.0,104.0,Reporting-line change
EMP11074,2023-04-25,Promotion,104.0,104.0,Role progression
EMP11075,2025-02-20,Joining,,,Initial employment
EMP11076,2025-07-05,Joining,,,Initial employment
EMP11077,2024-05-13,Joining,,,Initial employment
EMP11077,2025-02-19,Promotion,101.0,101.0,Role progression
EMP11077,2025-11-17,Resignation,101.0,101.0,Voluntary exit
EMP11078,2025-01-31,Joining,,,Initial employment
EMP11079,2021-09-28,Joining,,,Initial employment
EMP11080,2020-03-24,Joining,,,Initial employment
EMP11080,2021-07-16,Termination,107.0,107.0,Involuntary exit
EMP11080,2023-06-19,Rehire,107.0,107.0,Returned employee
EMP11080,2024-07-15,Manager Change,107.0,107.0,Reporting-line change
EMP11081,2024-05-02,Joining,,,Initial employment
EMP11081,2025-07-01,Manager Change,102.0,102.0,Reporting-line change
EMP11081,2026-05-06,Promotion,102.0,102.0,Role progression
EMP11082,2021-08-03,Joining,,,Initial employment
EMP11083,2022-10-09,Joining,,,Initial employment
EMP11083,2026-03-13,Rehire,103.0,103.0,Returned employee
EMP11083,2025-01-11,Transfer,103.0,105.0,Business transfer
EMP11084,2023-03-03,Joining,,,Initial employment
EMP11084,2026-03-27,Promotion,108.0,108.0,Role progression
EMP11085,2019-05-21,Joining,,,Initial employment
EMP11085,2020-08-13,Transfer,106.0,102.0,Business transfer
EMP11085,2022-02-18,Termination,106.0,106.0,Involuntary exit
EMP11086,2024-04-04,Joining,,,Initial employment
EMP11087,2019-04-03,Joining,,,Initial employment
EMP11087,2023-05-03,Promotion,104.0,104.0,Role progression
EMP11088,2019-08-27,Joining,,,Initial employment
EMP11088,2021-01-08,Resignation,101.0,101.0,Voluntary exit
EMP11089,2019-07-24,Joining,,,Initial employment
EMP11089,2022-11-18,Resignation,108.0,108.0,Voluntary exit
EMP11089,2023-02-22,Transfer,108.0,101.0,Business transfer
EMP11090,2026-02-20,Joining,,,Initial employment
EMP11091,2022-12-27,Joining,,,Initial employment
EMP11091,2024-10-29,Manager Change,102.0,102.0,Reporting-line change
EMP11092,2019-09-02,Joining,,,Initial employment
EMP11093,2021-04-11,Joining,,,Initial employment
EMP11093,2022-05-28,Transfer,101.0,101.0,Business transfer
EMP11094,2019-10-22,Joining,,,Initial employment
EMP11094,2021-08-08,Promotion,108.0,108.0,Role progression
EMP11094,2021-05-06,Manager Change,108.0,108.0,Reporting-line change
EMP11094,2025-08-24,Promotion,108.0,108.0,Role progression
EMP11095,2026-05-11,Joining,,,Initial employment
EMP11096,2021-05-05,Joining,,,Initial employment
EMP11096,2024-05-31,Rehire,105.0,105.0,Returned employee
EMP11096,2024-06-11,Resignation,105.0,105.0,Voluntary exit
EMP11097,2024-08-26,Joining,,,Initial employment
EMP11098,2019-03-12,Joining,,,Initial employment
EMP11098,2019-10-31,Promotion,106.0,106.0,Role progression
EMP11099,2022-07-16,Joining,,,Initial employment
EMP11099,2023-04-20,Promotion,107.0,107.0,Role progression
EMP11100,2022-09-10,Joining,,,Initial employment
EMP11101,2019-11-01,Joining,,,Initial employment
EMP11101,2022-02-15,Transfer,105.0,102.0,Business transfer
EMP11101,2020-08-30,Manager Change,105.0,105.0,Reporting-line change
EMP11102,2021-10-27,Joining,,,Initial employment
EMP11102,2023-11-10,Rehire,107.0,107.0,Returned employee
EMP11103,2022-08-30,Joining,,,Initial employment
EMP11103,2025-11-26,Transfer,101.0,106.0,Business transfer
EMP11104,2021-03-27,Joining,,,Initial employment
EMP11104,2024-08-09,Rehire,102.0,102.0,Returned employee
EMP11104,2021-12-26,Termination,102.0,102.0,Involuntary exit
EMP11104,2023-03-21,Transfer,102.0,107.0,Business transfer
EMP11104,2024-03-12,Promotion,102.0,102.0,Role progression
EMP11105,2022-01-31,Joining,,,Initial employment
EMP11105,2025-11-05,Leave of Absence,102.0,102.0,Temporary leave
EMP11105,2025-02-14,Transfer,102.0,102.0,Business transfer
EMP11106,2021-03-31,Joining,,,Initial employment
EMP11106,2026-03-11,Promotion,108.0,108.0,Role progression
EMP11107,2019-07-12,Joining,,,Initial employment
EMP11107,2023-02-14,Transfer,103.0,103.0,Business transfer
EMP11107,2020-03-10,Promotion,103.0,103.0,Role progression
EMP11108,2023-11-12,Joining,,,Initial employment
EMP11109,2020-06-12,Joining,,,Initial employment
EMP11109,2022-09-21,Promotion,106.0,106.0,Role progression
EMP11109,2024-02-19,Promotion,106.0,106.0,Role progression
EMP11110,2025-01-27,Joining,,,Initial employment
EMP11111,2019-09-08,Joining,,,Initial employment
EMP11111,2023-08-05,Leave of Absence,102.0,102.0,Temporary leave
EMP11111,2021-06-16,Transfer,102.0,105.0,Business transfer
EMP11111,2023-12-14,Termination,102.0,102.0,Involuntary exit
EMP11111,2023-06-27,Promotion,102.0,102.0,Role progression
EMP11112,2023-11-24,Joining,,,Initial employment
EMP11112,2026-01-09,Transfer,102.0,108.0,Business transfer
EMP11113,2026-02-01,Joining,,,Initial employment
EMP11114,2024-07-19,Joining,,,Initial employment
EMP11115,2025-09-29,Joining,,,Initial employment
EMP11116,2022-11-04,Joining,,,Initial employment
EMP11117,2022-03-13,Joining,,,Initial employment
EMP11118,2024-09-03,Joining,,,Initial employment
EMP11118,2025-05-14,Manager Change,102.0,102.0,Reporting-line change
EMP11119,2026-06-08,Joining,,,Initial employment
EMP11120,2022-01-01,Joining,,,Initial employment
EMP11120,2024-03-27,Manager Change,101.0,101.0,Reporting-line change
EMP11121,2026-05-03,Joining,,,Initial employment
EMP11122,2024-01-22,Joining,,,Initial employment
EMP11123,2020-05-19,Joining,,,Initial employment
EMP11123,2022-12-05,Promotion,101.0,101.0,Role progression
EMP11124,2023-06-10,Joining,,,Initial employment
