Employee_ID,Review_Date,Performance_Rating,Performance_Category,Review_Type
EMP10694,2026-06-30,3.2,Meets Expectations,Annual
EMP10695,2024-12-31,2.1,Exceeds Expectations,Annual
EMP10695,2025-06-30,3.2,Meets Expectations,Mid-Year
EMP10695,2025-12-31,3.0,Meets Expectations,Annual
EMP10695,2026-06-30,2.2,Exceeds Expectations,Annual
EMP10696,2022-06-30,2.4,Meets Expectations,Annual
EMP10696,2022-12-31,3.7,Meets Expectations,Annual
EMP10696,2023-06-30,2.8,Meets Expectations,Annual
EMP10696,2023-12-31,3.5,Meets Expectations,Annual
EMP10696,2024-06-30,3.4,Meets Expectations,Annual
EMP10696,2024-12-31,4.3,Exceeds Expectations,Mid-Year
EMP10696,2025-06-30,3.0,Meets Expectations,Mid-Year
EMP10696,2025-12-31,2.9,Meets Expectations,Annual
EMP10696,2026-06-30,3.9,Meets Expectations,Annual
EMP10697,2020-12-31,3.4,Meets Expectations,Mid-Year
EMP10697,2021-06-30,3.1,Meets Expectations,Mid-Year
EMP10697,2021-12-31,2.7,Exceeds Expectations,Annual
EMP10697,2022-06-30,2.5,Meets Expectations,Mid-Year
EMP10697,2022-12-31,4.7,Meets Expectations,Mid-Year
EMP10697,2023-06-30,3.6,Meets Expectations,Annual
EMP10697,2023-12-31,2.9,Meets Expectations,Annual
EMP10697,2024-06-30,2.2,Outstanding,Mid-Year
EMP10697,2024-12-31,3.0,Needs Improvement,Annual
EMP10697,2025-06-30,3.0,Meets Expectations,Annual
EMP10697,2025-12-31,3.7,Exceeds Expectations,Annual
EMP10697,2026-06-30,2.7,Meets Expectations,Mid-Year
EMP10698,2023-06-30,3.6,Exceeds Expectations,Annual
EMP10698,2023-12-31,3.0,Needs Improvement,Mid-Year
EMP10698,2024-06-30,4.0,Exceeds Expectations,Annual
EMP10698,2024-12-31,3.2,Meets Expectations,Annual
EMP10698,2025-06-30,3.4,Outstanding,Mid-Year
EMP10698,2025-12-31,2.8,Meets Expectations,Annual
EMP10698,2026-06-30,3.9,Exceeds Expectations,Annual
EMP10699,2019-12-31,3.9,Needs Improvement,Annual
EMP10699,2020-06-30,2.8,Meets Expectations,Annual
EMP10699,2020-12-31,3.5,Meets Expectations,Mid-Year
EMP10699,2021-06-30,2.4,Meets Expectations,Annual
EMP10699,2021-12-31,2.6,Meets Expectations,Annual
EMP10699,2022-06-30,2.4,Exceeds Expectations,Mid-Year
EMP10699,2022-12-31,3.2,Exceeds Expectations,Annual
EMP10699,2023-06-30,2.6,Meets Expectations,Annual
EMP10699,2023-12-31,4.5,Meets Expectations,Mid-Year
EMP10699,2024-06-30,3.1,Needs Improvement,Mid-Year
EMP10699,2024-12-31,3.0,Outstanding,Mid-Year
EMP10699,2025-06-30,3.2,Meets Expectations,Annual
EMP10699,2025-12-31,3.6,Needs Improvement,Mid-Year
EMP10699,2026-06-30,2.6,Meets Expectations,Annual
EMP10700,2020-12-31,3.8,Exceeds Expectations,Mid-Year
EMP10700,2021-06-30,2.5,Meets Expectations,Annual
EMP10700,2021-12-31,2.8,Meets Expectations,Mid-Year
EMP10700,2022-06-30,2.7,Needs Improvement,Annual
EMP10700,2022-12-31,3.9,Meets Expectations,Mid-Year
EMP10700,2023-06-30,3.3,Meets Expectations,Annual
EMP10700,2023-12-31,2.1,Meets Expectations,Mid-Year
EMP10700,2024-06-30,3.2,Meets Expectations,Annual
EMP10700,2024-12-31,3.9,Needs Improvement,Mid-Year
EMP10700,2025-06-30,2.4,Needs Improvement,Mid-Year
EMP10700,2025-12-31,3.3,Meets Expectations,Annual
EMP10700,2026-06-30,3.3,Meets Expectations,Mid-Year
EMP10701,2023-12-31,4.1,Meets Expectations,Annual
EMP10701,2024-06-30,2.4,Meets Expectations,Mid-Year
EMP10701,2024-12-31,3.3,Needs Improvement,Annual
EMP10701,2025-06-30,3.2,Meets Expectations,Mid-Year
EMP10701,2025-12-31,3.0,Exceeds Expectations,Mid-Year
EMP10701,2026-06-30,4.0,Meets Expectations,Mid-Year
EMP10702,2025-12-31,2.4,Exceeds Expectations,Mid-Year
EMP10702,2026-06-30,3.5,Meets Expectations,Mid-Year
EMP10703,2021-12-31,3.8,Meets Expectations,Mid-Year
EMP10703,2022-06-30,4.0,Meets Expectations,Annual
EMP10703,2022-12-31,2.7,Meets Expectations,Mid-Year
EMP10703,2023-06-30,3.1,Exceeds Expectations,Mid-Year
EMP10703,2023-12-31,2.5,Meets Expectations,Annual
EMP10703,2024-06-30,3.8,Meets Expectations,Annual
EMP10703,2024-12-31,3.3,Exceeds Expectations,Annual
EMP10703,2025-06-30,3.2,Needs Improvement,Annual
EMP10703,2025-12-31,2.6,Exceeds Expectations,Mid-Year
EMP10703,2026-06-30,3.2,Exceeds Expectations,Annual
EMP10704,2021-06-30,2.9,Meets Expectations,Annual
EMP10704,2021-12-31,3.0,Meets Expectations,Annual
EMP10704,2022-06-30,3.2,Meets Expectations,Mid-Year
EMP10704,2022-12-31,3.5,Needs Improvement,Mid-Year
EMP10704,2023-06-30,3.2,Meets Expectations,Mid-Year
EMP10704,2023-12-31,4.2,Needs Improvement,Annual
EMP10704,2024-06-30,4.4,Exceeds Expectations,Mid-Year
EMP10704,2024-12-31,3.6,Meets Expectations,Mid-Year
EMP10704,2025-06-30,3.0,Exceeds Expectations,Annual
EMP10704,2025-12-31,2.9,Meets Expectations,Mid-Year
EMP10704,2026-06-30,2.3,Exceeds Expectations,Mid-Year
EMP10705,2026-06-30,3.1,Meets Expectations,Mid-Year
EMP10706,2025-06-30,3.5,Exceeds Expectations,Mid-Year
EMP10706,2025-12-31,3.5,Exceeds Expectations,Mid-Year
EMP10706,2026-06-30,4.2,Exceeds Expectations,Annual
EMP10707,2022-12-31,2.3,Exceeds Expectations,Annual
EMP10707,2023-06-30,3.6,Meets Expectations,Annual
EMP10707,2023-12-31,3.4,Exceeds Expectations,Annual
EMP10707,2024-06-30,4.0,Meets Expectations,Mid-Year
EMP10707,2024-12-31,3.2,Outstanding,Annual
EMP10707,2025-06-30,4.0,Meets Expectations,Annual
EMP10707,2025-12-31,3.3,Exceeds Expectations,Mid-Year
EMP10707,2026-06-30,3.2,Meets Expectations,Mid-Year
EMP10708,2021-06-30,3.1,Meets Expectations,Mid-Year
EMP10708,2021-12-31,3.8,Exceeds Expectations,Annual
EMP10708,2022-06-30,3.7,Exceeds Expectations,Annual
EMP10708,2022-12-31,3.3,Meets Expectations,Annual
EMP10708,2023-06-30,4.7,Meets Expectations,Mid-Year
EMP10708,2023-12-31,3.8,Needs Improvement,Mid-Year
EMP10708,2024-06-30,4.0,Outstanding,Annual
EMP10708,2024-12-31,3.6,Exceeds Expectations,Annual
EMP10708,2025-06-30,3.9,Needs Improvement,Annual
EMP10708,2025-12-31,2.5,Meets Expectations,Mid-Year
EMP10708,2026-06-30,2.8,Meets Expectations,Annual
EMP10709,2020-06-30,2.8,Meets Expectations,Annual
EMP10709,2020-12-31,3.5,Needs Improvement,Annual
EMP10709,2021-06-30,3.2,Outstanding,Mid-Year
EMP10709,2021-12-31,2.6,Meets Expectations,Annual
EMP10709,2022-06-30,3.2,Meets Expectations,Annual
EMP10709,2022-12-31,3.4,Outstanding,Mid-Year
EMP10709,2023-06-30,2.8,Meets Expectations,Annual
EMP10709,2023-12-31,3.8,Meets Expectations,Mid-Year
EMP10709,2024-06-30,2.5,Outstanding,Annual
EMP10709,2024-12-31,2.9,Meets Expectations,Mid-Year
EMP10709,2025-06-30,2.8,Meets Expectations,Mid-Year
EMP10709,2025-12-31,4.0,Exceeds Expectations,Mid-Year
EMP10709,2026-06-30,2.8,Meets Expectations,Annual
EMP10710,2023-06-30,3.0,Outstanding,Mid-Year
EMP10710,2023-12-31,4.3,Meets Expectations,Mid-Year
EMP10710,2024-06-30,3.4,Needs Improvement,Annual
EMP10710,2024-12-31,4.5,Outstanding,Mid-Year
EMP10710,2025-06-30,2.9,Needs Improvement,Mid-Year
EMP10710,2025-12-31,3.8,Meets Expectations,Annual
EMP10710,2026-06-30,3.3,Needs Improvement,Annual
EMP10711,2023-06-30,3.6,Meets Expectations,Mid-Year
EMP10711,2023-12-31,2.3,Outstanding,Annual
EMP10711,2024-06-30,4.1,Meets Expectations,Annual
EMP10711,2024-12-31,3.3,Meets Expectations,Mid-Year
EMP10711,2025-06-30,3.5,Meets Expectations,Annual
EMP10711,2025-12-31,2.9,Meets Expectations,Annual
EMP10711,2026-06-30,3.4,Needs Improvement,Annual
EMP10712,2025-12-31,2.9,Needs Improvement,Annual
EMP10712,2026-06-30,2.7,Needs Improvement,Annual
EMP10713,2023-12-31,2.6,Meets Expectations,Mid-Year
EMP10713,2024-06-30,3.9,Meets Expectations,Annual
EMP10713,2024-12-31,2.7,Meets Expectations,Annual
EMP10713,2025-06-30,2.8,Meets Expectations,Mid-Year
EMP10713,2025-12-31,2.6,Meets Expectations,Mid-Year
EMP10713,2026-06-30,2.3,Outstanding,Mid-Year
EMP10714,2020-12-31,3.5,Meets Expectations,Annual
EMP10714,2021-06-30,2.1,Meets Expectations,Annual
EMP10714,2021-12-31,2.8,Meets Expectations,Annual
EMP10714,2022-06-30,3.3,Meets Expectations,Mid-Year
EMP10714,2022-12-31,3.1,Meets Expectations,Mid-Year
EMP10714,2023-06-30,2.9,Exceeds Expectations,Annual
EMP10714,2023-12-31,3.4,Exceeds Expectations,Mid-Year
EMP10714,2024-06-30,3.9,Meets Expectations,Mid-Year
EMP10714,2024-12-31,3.0,Exceeds Expectations,Annual
EMP10714,2025-06-30,3.5,Needs Improvement,Annual
EMP10714,2025-12-31,3.3,Meets Expectations,Annual
EMP10714,2026-06-30,1.2,Meets Expectations,Mid-Year
EMP10715,2022-06-30,3.7,Meets Expectations,Mid-Year
EMP10715,2022-12-31,3.3,Exceeds Expectations,Annual
EMP10715,2023-06-30,2.3,Needs Improvement,Mid-Year
EMP10715,2023-12-31,2.8,Needs Improvement,Annual
EMP10715,2024-06-30,3.4,Needs Improvement,Annual
EMP10715,2024-12-31,3.0,Exceeds Expectations,Annual
EMP10715,2025-06-30,2.8,Outstanding,Annual
EMP10715,2025-12-31,3.6,Meets Expectations,Annual
EMP10715,2026-06-30,3.1,Outstanding,Annual
EMP10716,2024-12-31,3.9,Exceeds Expectations,Mid-Year
EMP10716,2025-06-30,3.2,Meets Expectations,Annual
EMP10716,2025-12-31,3.0,Exceeds Expectations,Annual
EMP10716,2026-06-30,3.2,Meets Expectations,Mid-Year
EMP10717,2019-12-31,2.4,Exceeds Expectations,Mid-Year
EMP10717,2020-06-30,3.0,Meets Expectations,Mid-Year
EMP10717,2020-12-31,2.7,Meets Expectations,Mid-Year
EMP10717,2021-06-30,2.8,Needs Improvement,Annual
EMP10717,2021-12-31,2.8,Meets Expectations,Annual
EMP10717,2022-06-30,3.6,Meets Expectations,Annual
EMP10717,2022-12-31,3.5,Exceeds Expectations,Annual
EMP10717,2023-06-30,4.2,Needs Improvement,Mid-Year
EMP10717,2023-12-31,2.4,Exceeds Expectations,Annual
EMP10717,2024-06-30,3.0,Exceeds Expectations,Annual
EMP10717,2024-12-31,2.8,Needs Improvement,Mid-Year
EMP10717,2025-06-30,3.6,Exceeds Expectations,Mid-Year
EMP10717,2025-12-31,3.4,Exceeds Expectations,Annual
EMP10717,2026-06-30,2.5,Meets Expectations,Annual
EMP10718,2025-06-30,3.1,Meets Expectations,Mid-Year
EMP10718,2025-12-31,2.9,Exceeds Expectations,Annual
EMP10718,2026-06-30,2.2,Meets Expectations,Annual
EMP10719,2025-12-31,,Meets Expectations,Annual
EMP10719,2026-06-30,3.5,Meets Expectations,Annual
EMP10720,2019-12-31,2.8,Exceeds Expectations,Annual
EMP10720,2020-06-30,2.3,Meets Expectations,Mid-Year
EMP10720,2020-12-31,2.8,Needs Improvement,Mid-Year
EMP10720,2021-06-30,3.5,Outstanding,Annual
EMP10720,2021-12-31,3.9,Meets Expectations,Annual
EMP10720,2022-06-30,2.7,Meets Expectations,Annual
EMP10720,2022-12-31,3.2,Outstanding,Mid-Year
EMP10720,2023-06-30,3.0,Needs Improvement,Mid-Year
EMP10720,2023-12-31,4.1,Needs Improvement,Mid-Year
EMP10720,2024-06-30,3.3,Exceeds Expectations,Mid-Year
EMP10720,2024-12-31,2.3,Meets Expectations,Annual
EMP10720,2025-06-30,3.3,Meets Expectations,Annual
EMP10720,2025-12-31,3.9,Meets Expectations,Annual
EMP10720,2026-06-30,3.5,Meets Expectations,Mid-Year
EMP10721,2019-12-31,2.8,Meets Expectations,Annual
EMP10721,2020-06-30,2.4,Meets Expectations,Annual
EMP10721,2020-12-31,2.0,Meets Expectations,Annual
EMP10721,2021-06-30,2.6,Exceeds Expectations,Mid-Year
EMP10721,2021-12-31,3.2,Meets Expectations,Annual
EMP10721,2022-06-30,3.3,Meets Expectations,Annual
EMP10721,2022-12-31,3.7,Meets Expectations,Annual
EMP10721,2023-06-30,3.0,Exceeds Expectations,Annual
EMP10721,2023-12-31,3.9,Exceeds Expectations,Annual
EMP10721,2024-06-30,3.4,Exceeds Expectations,Mid-Year
EMP10721,2024-12-31,2.9,Exceeds Expectations,Mid-Year
EMP10721,2025-06-30,3.4,Exceeds Expectations,Annual
EMP10721,2025-12-31,2.7,Meets Expectations,Annual
EMP10721,2026-06-30,2.6,Exceeds Expectations,Annual
EMP10722,2023-12-31,3.2,Needs Improvement,Annual
EMP10722,2024-06-30,3.9,Meets Expectations,Mid-Year
EMP10722,2024-12-31,3.8,Meets Expectations,Annual
EMP10722,2025-06-30,3.7,Outstanding,Mid-Year
EMP10722,2025-12-31,3.3,Exceeds Expectations,Annual
EMP10722,2026-06-30,4.1,Meets Expectations,Annual
EMP10723,2023-12-31,3.3,Meets Expectations,Annual
EMP10723,2024-06-30,2.9,Meets Expectations,Annual
EMP10723,2024-12-31,3.7,Exceeds Expectations,Annual
EMP10723,2025-06-30,3.4,Meets Expectations,Mid-Year
EMP10723,2025-12-31,3.7,Meets Expectations,Mid-Year
EMP10723,2026-06-30,3.0,Meets Expectations,Annual
EMP10724,2022-12-31,3.0,Meets Expectations,Annual
EMP10724,2023-06-30,2.0,Exceeds Expectations,Mid-Year
EMP10724,2023-12-31,2.8,Outstanding,Annual
EMP10724,2024-06-30,3.1,Meets Expectations,Annual
EMP10724,2024-12-31,3.9,Exceeds Expectations,Mid-Year
EMP10724,2025-06-30,3.1,Needs Improvement,Mid-Year
EMP10724,2025-12-31,3.7,Exceeds Expectations,Annual
EMP10724,2026-06-30,3.2,Outstanding,Annual
EMP10725,2024-12-31,3.1,Meets Expectations,Mid-Year
EMP10725,2025-06-30,3.0,Meets Expectations,Mid-Year
EMP10725,2025-12-31,2.7,Needs Improvement,Annual
EMP10725,2026-06-30,4.1,Exceeds Expectations,Annual
EMP10726,2020-06-30,2.7,Exceeds Expectations,Annual
EMP10726,2020-12-31,2.4,Needs Improvement,Annual
EMP10726,2021-06-30,3.2,Exceeds Expectations,Annual
EMP10726,2021-12-31,3.5,Meets Expectations,Annual
EMP10726,2022-06-30,2.3,Meets Expectations,Mid-Year
EMP10726,2022-12-31,2.5,Meets Expectations,Annual
EMP10726,2023-06-30,3.2,Exceeds Expectations,Mid-Year
EMP10726,2023-12-31,3.0,Outstanding,Mid-Year
EMP10726,2024-06-30,2.9,Exceeds Expectations,Mid-Year
EMP10726,2024-12-31,2.2,Needs Improvement,Mid-Year
EMP10726,2025-06-30,4.3,Meets Expectations,Annual
EMP10726,2025-12-31,2.9,Meets Expectations,Annual
EMP10726,2026-06-30,1.5,Exceeds Expectations,Annual
EMP10727,2021-12-31,2.5,Meets Expectations,Annual
EMP10727,2022-06-30,2.6,Meets Expectations,Annual
EMP10727,2022-12-31,3.1,Needs Improvement,Mid-Year
EMP10727,2023-06-30,3.6,Exceeds Expectations,Annual
EMP10727,2023-12-31,2.1,Exceeds Expectations,Mid-Year
EMP10727,2024-06-30,2.7,Exceeds Expectations,Mid-Year
EMP10727,2024-12-31,3.4,Exceeds Expectations,Annual
EMP10727,2025-06-30,3.9,Meets Expectations,Annual
EMP10727,2025-12-31,2.9,Meets Expectations,Mid-Year
EMP10727,2026-06-30,3.6,Exceeds Expectations,Mid-Year
EMP10728,2019-12-31,2.1,Needs Improvement,Mid-Year
EMP10728,2020-06-30,3.8,Meets Expectations,Annual
EMP10728,2020-12-31,3.8,Meets Expectations,Annual
EMP10728,2021-06-30,2.8,Exceeds Expectations,Mid-Year
EMP10728,2021-12-31,3.2,Needs Improvement,Annual
EMP10728,2022-06-30,2.3,Meets Expectations,Annual
EMP10728,2022-12-31,3.8,Needs Improvement,Annual
EMP10728,2023-06-30,1.8,Meets Expectations,Annual
EMP10728,2023-12-31,3.7,Exceeds Expectations,Mid-Year
EMP10728,2024-06-30,2.8,Needs Improvement,Mid-Year
EMP10728,2024-12-31,2.3,Meets Expectations,Mid-Year
EMP10728,2025-06-30,3.8,Needs Improvement,Annual
EMP10728,2025-12-31,3.3,Needs Improvement,Mid-Year
EMP10728,2026-06-30,3.4,Exceeds Expectations,Mid-Year
EMP10729,2024-12-31,3.0,Needs Improvement,Mid-Year
EMP10729,2025-06-30,2.3,Needs Improvement,Annual
EMP10729,2025-12-31,3.2,Meets Expectations,Mid-Year
EMP10729,2026-06-30,3.2,Meets Expectations,Annual
EMP10730,2026-06-30,3.4,Exceeds Expectations,Mid-Year
EMP10731,2019-12-31,2.6,Meets Expectations,Annual
EMP10731,2020-06-30,2.8,Meets Expectations,Mid-Year
EMP10731,2020-12-31,3.5,Meets Expectations,Mid-Year
EMP10731,2021-06-30,3.1,Meets Expectations,Annual
EMP10731,2021-12-31,3.6,Needs Improvement,Mid-Year
EMP10731,2022-06-30,2.5,Exceeds Expectations,Mid-Year
EMP10731,2022-12-31,2.8,Exceeds Expectations,Mid-Year
EMP10731,2023-06-30,3.0,Meets Expectations,Mid-Year
EMP10731,2023-12-31,3.3,Outstanding,Annual
EMP10731,2024-06-30,3.1,Outstanding,Mid-Year
EMP10731,2024-12-31,2.6,Exceeds Expectations,Annual
EMP10731,2025-06-30,3.3,Outstanding,Mid-Year
EMP10731,2025-12-31,3.4,Exceeds Expectations,Mid-Year
EMP10731,2026-06-30,3.3,Outstanding,Annual
EMP10732,2024-06-30,3.4,Exceeds Expectations,Annual
EMP10732,2024-12-31,3.4,Outstanding,Mid-Year
EMP10732,2025-06-30,3.4,Meets Expectations,Annual
EMP10732,2025-12-31,3.7,Needs Improvement,Annual
EMP10732,2026-06-30,2.5,Needs Improvement,Annual
EMP10733,2022-12-31,3.0,Meets Expectations,Mid-Year
EMP10733,2023-06-30,2.1,Meets Expectations,Annual
EMP10733,2023-12-31,2.5,Meets Expectations,Annual
EMP10733,2024-06-30,3.6,Exceeds Expectations,Mid-Year
EMP10733,2024-12-31,3.1,Meets Expectations,Mid-Year
EMP10733,2025-06-30,2.6,Exceeds Expectations,Annual
EMP10733,2025-12-31,2.7,Meets Expectations,Mid-Year
EMP10733,2026-06-30,2.5,Exceeds Expectations,Annual
EMP10734,2021-06-30,3.6,Exceeds Expectations,Mid-Year
EMP10734,2021-12-31,3.1,Meets Expectations,Annual
EMP10734,2022-06-30,3.6,Outstanding,Mid-Year
EMP10734,2022-12-31,3.6,Exceeds Expectations,Annual
EMP10734,2023-06-30,2.8,Needs Improvement,Annual
EMP10734,2023-12-31,3.3,Outstanding,Mid-Year
EMP10734,2024-06-30,2.9,Exceeds Expectations,Mid-Year
EMP10734,2024-12-31,3.4,Outstanding,Annual
EMP10734,2025-06-30,3.6,Outstanding,Annual
EMP10734,2025-12-31,4.0,Meets Expectations,Annual
EMP10734,2026-06-30,2.3,Meets Expectations,Mid-Year
EMP10735,2021-06-30,3.0,Exceeds Expectations,Mid-Year
EMP10735,2021-12-31,3.2,Meets Expectations,Annual
EMP10735,2022-06-30,3.2,Meets Expectations,Annual
EMP10735,2022-12-31,2.8,Meets Expectations,Annual
EMP10735,2023-06-30,3.2,Exceeds Expectations,Mid-Year
EMP10735,2023-12-31,3.2,Meets Expectations,Mid-Year
EMP10735,2024-06-30,3.2,Needs Improvement,Mid-Year
EMP10735,2024-12-31,2.7,Exceeds Expectations,Mid-Year
EMP10735,2025-06-30,3.2,Needs Improvement,Annual
EMP10735,2025-12-31,3.8,Needs Improvement,Mid-Year
EMP10735,2026-06-30,2.2,Meets Expectations,Annual
EMP10736,2021-06-30,3.5,Needs Improvement,Annual
EMP10736,2021-12-31,2.4,Exceeds Expectations,Mid-Year
EMP10736,2022-06-30,3.8,Meets Expectations,Mid-Year
EMP10736,2022-12-31,2.0,Needs Improvement,Annual
EMP10736,2023-06-30,2.7,Needs Improvement,Mid-Year
EMP10736,2023-12-31,3.4,Meets Expectations,Annual
EMP10736,2024-06-30,3.4,Exceeds Expectations,Mid-Year
EMP10736,2024-12-31,2.9,Meets Expectations,Mid-Year
EMP10736,2025-06-30,3.1,Needs Improvement,Annual
EMP10736,2025-12-31,3.8,Exceeds Expectations,Annual
EMP10736,2026-06-30,2.9,Meets Expectations,Annual
EMP10737,2024-12-31,3.4,Needs Improvement,Annual
EMP10737,2025-06-30,3.7,Meets Expectations,Annual
EMP10737,2025-12-31,3.4,Meets Expectations,Mid-Year
EMP10737,2026-06-30,3.8,Meets Expectations,Annual
EMP10738,2021-12-31,2.6,Exceeds Expectations,Mid-Year
EMP10738,2022-06-30,4.1,Meets Expectations,Mid-Year
EMP10738,2022-12-31,3.7,Meets Expectations,Annual
EMP10738,2023-06-30,3.6,Meets Expectations,Annual
EMP10738,2023-12-31,3.4,Meets Expectations,Mid-Year
EMP10738,2024-06-30,2.7,Needs Improvement,Annual
EMP10738,2024-12-31,4.5,Meets Expectations,Annual
EMP10738,2025-06-30,4.0,Needs Improvement,Mid-Year
EMP10738,2025-12-31,3.6,Meets Expectations,Mid-Year
EMP10738,2026-06-30,3.1,Meets Expectations,Annual
EMP10739,2022-06-30,1.3,Meets Expectations,Annual
EMP10739,2022-12-31,3.0,Needs Improvement,Mid-Year
EMP10739,2023-06-30,3.2,Meets Expectations,Annual
EMP10739,2023-12-31,3.1,Meets Expectations,Annual
EMP10739,2024-06-30,3.1,Exceeds Expectations,Mid-Year
EMP10739,2024-12-31,3.0,Outstanding,Mid-Year
EMP10739,2025-06-30,4.3,Needs Improvement,Annual
EMP10739,2025-12-31,2.8,Meets Expectations,Mid-Year
EMP10739,2026-06-30,2.8,Outstanding,Mid-Year
EMP10740,2022-12-31,3.8,Meets Expectations,Annual
EMP10740,2023-06-30,3.2,Meets Expectations,Mid-Year
EMP10740,2023-12-31,2.7,Meets Expectations,Mid-Year
EMP10740,2024-06-30,2.8,Exceeds Expectations,Mid-Year
EMP10740,2024-12-31,2.1,Needs Improvement,Annual
EMP10740,2025-06-30,2.6,Meets Expectations,Mid-Year
EMP10740,2025-12-31,3.7,Meets Expectations,Annual
EMP10740,2026-06-30,2.8,Meets Expectations,Annual
EMP10741,2025-12-31,3.6,Needs Improvement,Mid-Year
EMP10741,2026-06-30,2.5,Meets Expectations,Mid-Year
EMP10742,2025-12-31,3.7,Needs Improvement,Annual
EMP10742,2026-06-30,2.5,Outstanding,Mid-Year
EMP10743,2023-06-30,3.9,Meets Expectations,Mid-Year
EMP10743,2023-12-31,4.1,Meets Expectations,Annual
EMP10743,2024-06-30,2.6,Outstanding,Mid-Year
EMP10743,2024-12-31,4.1,Meets Expectations,Mid-Year
EMP10743,2025-06-30,3.4,Meets Expectations,Annual
EMP10743,2025-12-31,3.7,Meets Expectations,Annual
EMP10743,2026-06-30,2.9,Exceeds Expectations,Annual
EMP10744,2025-12-31,4.2,Exceeds Expectations,Annual
EMP10744,2026-06-30,4.3,Exceeds Expectations,Mid-Year
EMP10745,2020-06-30,3.0,Meets Expectations,Annual
EMP10745,2020-12-31,3.6,Exceeds Expectations,Annual
EMP10745,2021-06-30,2.5,Outstanding,Mid-Year
EMP10745,2021-12-31,4.0,Needs Improvement,Mid-Year
EMP10745,2022-06-30,2.7,Meets Expectations,Annual
EMP10745,2022-12-31,2.7,Outstanding,Annual
EMP10745,2023-06-30,3.3,Meets Expectations,Mid-Year
EMP10745,2023-12-31,2.6,Meets Expectations,Annual
EMP10745,2024-06-30,4.0,Meets Expectations,Annual
EMP10745,2024-12-31,2.7,Meets Expectations,Mid-Year
EMP10745,2025-06-30,3.6,Needs Improvement,Mid-Year
EMP10745,2025-12-31,4.1,Meets Expectations,Mid-Year
EMP10745,2026-06-30,2.0,Needs Improvement,Mid-Year
EMP10746,2022-06-30,2.8,Meets Expectations,Mid-Year
EMP10746,2022-12-31,3.2,Needs Improvement,Mid-Year
EMP10746,2023-06-30,4.3,Exceeds Expectations,Mid-Year
EMP10746,2023-12-31,3.2,Meets Expectations,Mid-Year
EMP10746,2024-06-30,3.2,Exceeds Expectations,Annual
EMP10746,2024-12-31,3.2,Meets Expectations,Annual
EMP10746,2025-06-30,3.4,Exceeds Expectations,Annual
EMP10746,2025-12-31,3.0,Meets Expectations,Mid-Year
EMP10746,2026-06-30,2.8,Outstanding,Annual
EMP10747,2020-12-31,3.7,Meets Expectations,Annual
EMP10747,2021-06-30,2.5,Needs Improvement,Annual
EMP10747,2021-12-31,1.6,Needs Improvement,Annual
EMP10747,2022-06-30,2.5,Meets Expectations,Mid-Year
EMP10747,2022-12-31,1.8,Needs Improvement,Annual
EMP10747,2023-06-30,3.4,Meets Expectations,Mid-Year
EMP10747,2023-12-31,3.6,Meets Expectations,Annual
EMP10747,2024-06-30,2.4,Meets Expectations,Annual
EMP10747,2024-12-31,3.8,Meets Expectations,Annual
EMP10747,2025-06-30,3.0,Meets Expectations,Annual
EMP10747,2025-12-31,2.6,Exceeds Expectations,Annual
EMP10747,2026-06-30,2.6,Meets Expectations,Annual
EMP10748,2024-06-30,3.0,Meets Expectations,Mid-Year
EMP10748,2024-12-31,2.9,Meets Expectations,Mid-Year
EMP10748,2025-06-30,3.4,Outstanding,Annual
EMP10748,2025-12-31,3.3,Meets Expectations,Annual
EMP10748,2026-06-30,2.5,Meets Expectations,Annual
EMP10749,2023-12-31,3.4,Outstanding,Annual
EMP10749,2024-06-30,2.8,Meets Expectations,Annual
EMP10749,2024-12-31,3.7,Meets Expectations,Mid-Year
EMP10749,2025-06-30,3.1,Meets Expectations,Annual
EMP10749,2025-12-31,2.5,Exceeds Expectations,Mid-Year
EMP10749,2026-06-30,4.1,Exceeds Expectations,Annual
EMP10750,2021-06-30,3.3,Exceeds Expectations,Annual
EMP10750,2021-12-31,3.1,Meets Expectations,Annual
EMP10750,2022-06-30,2.5,Exceeds Expectations,Annual
EMP10750,2022-12-31,4.1,Meets Expectations,Annual
EMP10750,2023-06-30,3.6,Exceeds Expectations,Annual
EMP10750,2023-12-31,3.7,Meets Expectations,Mid-Year
EMP10750,2024-06-30,3.0,Exceeds Expectations,Annual
EMP10750,2024-12-31,2.6,Meets Expectations,Annual
EMP10750,2025-06-30,2.1,Meets Expectations,Annual
EMP10750,2025-12-31,3.5,Meets Expectations,Annual
EMP10750,2026-06-30,2.4,Meets Expectations,Annual
EMP10751,2021-12-31,2.8,Meets Expectations,Mid-Year
EMP10751,2022-06-30,2.8,Exceeds Expectations,Annual
EMP10751,2022-12-31,3.2,Meets Expectations,Annual
EMP10751,2023-06-30,3.8,Exceeds Expectations,Mid-Year
EMP10751,2023-12-31,3.2,Needs Improvement,Mid-Year
EMP10751,2024-06-30,3.2,Needs Improvement,Annual
EMP10751,2024-12-31,2.9,Meets Expectations,Mid-Year
EMP10751,2025-06-30,3.2,Meets Expectations,Mid-Year
EMP10751,2025-12-31,2.9,Meets Expectations,Mid-Year
EMP10751,2026-06-30,3.9,Outstanding,Annual
EMP10752,2023-06-30,2.6,Meets Expectations,Annual
EMP10752,2023-12-31,3.7,Exceeds Expectations,Mid-Year
