Employee_ID,Month,Working_Days,Absent_Days,Overtime_Hours,Days_Present
EMP10079,2026-06-01,21,0.0,3.6,21
EMP10080,2026-02-01,18,1.0,19.0,17
EMP10080,2026-03-01,18,0.0,5.4,18
EMP10080,2026-06-01,21,1.0,1.9,20
EMP10081,2022-07-01,19,1.0,6.2,18
EMP10081,2022-08-01,18,1.0,9.1,17
EMP10081,2022-11-01,20,1.0,4.0,19
EMP10081,2022-12-01,20,1.0,10.7,19
EMP10081,2023-01-01,18,0.0,3.3,18
EMP10081,2023-02-01,21,1.0,6.8,20
EMP10081,2023-03-01,21,0.0,4.7,21
EMP10081,2023-04-01,19,0.0,7.4,19
EMP10081,2023-05-01,21,0.0,4.9,21
EMP10081,2023-06-01,22,1.0,0.9,21
EMP10081,2023-07-01,20,1.0,9.2,19
EMP10081,2023-08-01,21,1.0,0.2,20
EMP10081,2023-09-01,20,1.0,8.6,19
EMP10081,2023-10-01,18,0.0,7.1,18
EMP10081,2023-11-01,22,1.0,12.1,21
EMP10081,2023-12-01,22,1.0,5.6,21
EMP10081,2024-01-01,19,1.0,9.5,18
EMP10081,2024-02-01,21,0.0,2.3,21
EMP10081,2024-03-01,22,1.0,6.6,21
EMP10081,2024-04-01,21,0.0,8.4,21
EMP10081,2024-05-01,21,3.0,0.0,18
EMP10081,2024-06-01,20,0.0,0.0,20
EMP10081,2024-08-01,18,1.0,8.2,17
EMP10081,2024-09-01,21,1.0,8.8,20
EMP10081,2024-10-01,20,0.0,0.2,20
EMP10081,2024-11-01,18,0.0,2.0,18
EMP10081,2025-01-01,18,0.0,3.5,18
EMP10081,2025-02-01,18,1.0,5.5,17
EMP10081,2025-04-01,21,1.0,7.6,20
EMP10081,2025-05-01,19,2.0,4.7,17
EMP10081,2025-06-01,20,1.0,3.6,19
EMP10081,2025-07-01,21,0.0,0.0,21
EMP10081,2025-08-01,20,1.0,0.7,19
EMP10081,2025-10-01,19,2.0,7.8,17
EMP10081,2025-11-01,19,0.0,0.5,19
EMP10081,2025-12-01,22,1.0,5.0,21
EMP10081,2026-01-01,19,0.0,3.8,19
EMP10081,2026-02-01,22,2.0,7.3,20
EMP10081,2026-03-01,21,1.0,10.5,20
EMP10081,2026-04-01,20,2.0,3.5,18
EMP10081,2026-05-01,22,3.0,0.0,19
EMP10081,2026-06-01,21,2.0,3.7,19
EMP10082,2026-02-01,19,1.0,0.0,18
EMP10082,2026-03-01,18,0.0,2.1,18
EMP10082,2026-04-01,21,2.0,0.0,19
EMP10082,2026-05-01,22,1.0,5.7,21
EMP10082,2026-06-01,21,3.0,2.8,18
EMP10083,2020-10-01,20,0.0,10.1,20
EMP10083,2020-11-01,22,1.0,6.3,21
EMP10083,2020-12-01,19,3.0,4.7,16
EMP10083,2021-03-01,19,1.0,9.7,18
EMP10083,2021-06-01,21,1.0,10.6,20
EMP10083,2021-08-01,22,5.0,11.9,17
EMP10083,2021-09-01,22,0.0,5.0,22
EMP10083,2021-11-01,18,3.0,9.5,15
EMP10083,2021-12-01,21,0.0,7.1,21
EMP10083,2022-02-01,21,0.0,11.6,21
EMP10083,2022-03-01,19,2.0,11.1,17
EMP10083,2022-04-01,19,1.0,9.8,18
EMP10083,2022-05-01,19,2.0,16.8,17
EMP10083,2022-06-01,20,0.0,6.4,20
EMP10083,2022-07-01,21,0.0,9.3,21
EMP10083,2022-08-01,21,3.0,4.5,18
EMP10083,2022-09-01,22,2.0,5.6,20
EMP10083,2022-10-01,18,2.0,4.7,16
EMP10083,2022-12-01,21,5.0,5.6,16
EMP10083,2023-01-01,20,2.0,15.7,18
EMP10083,2023-02-01,19,1.0,9.2,18
EMP10083,2023-03-01,18,0.0,9.7,18
EMP10083,2023-04-01,18,0.0,8.8,18
EMP10083,2023-05-01,19,0.0,5.8,19
EMP10083,2023-07-01,21,0.0,0.0,21
EMP10083,2023-08-01,22,1.0,2.1,21
EMP10083,2023-09-01,21,2.0,9.0,19
EMP10083,2023-10-01,20,2.0,10.1,18
EMP10083,2023-11-01,18,1.0,0.0,17
EMP10083,2023-12-01,21,4.0,9.0,17
EMP10083,2024-01-01,18,1.0,2.1,17
EMP10083,2024-03-01,18,1.0,7.7,17
EMP10083,2024-04-01,21,2.0,8.7,19
EMP10083,2024-05-01,20,6.0,10.8,14
EMP10083,2024-06-01,20,2.0,11.9,18
EMP10083,2024-07-01,18,1.0,17.5,17
EMP10083,2024-09-01,21,1.0,7.8,20
EMP10083,2024-10-01,20,2.0,12.2,18
EMP10083,2024-11-01,22,2.0,4.0,20
EMP10083,2024-12-01,22,0.0,12.5,22
EMP10083,2025-01-01,20,1.0,3.0,19
EMP10083,2025-02-01,20,4.0,8.1,16
EMP10083,2025-03-01,20,1.0,8.2,19
EMP10083,2025-04-01,20,5.0,4.3,15
EMP10083,2025-05-01,21,3.0,9.4,18
EMP10083,2025-06-01,19,1.0,11.5,18
EMP10083,2025-07-01,18,2.0,7.9,16
EMP10083,2025-08-01,21,0.0,5.6,21
EMP10083,2025-09-01,21,6.0,12.4,15
EMP10083,2025-10-01,19,1.0,6.4,18
EMP10083,2025-11-01,19,1.0,8.1,18
EMP10083,2025-12-01,18,0.0,9.0,18
EMP10083,2026-01-01,20,3.0,12.4,17
EMP10083,2026-03-01,20,0.0,4.5,20
EMP10084,2026-05-01,21,1.0,0.0,20
EMP10084,2026-06-01,22,2.0,8.3,20
EMP10085,2025-01-01,20,2.0,9.4,18
EMP10085,2025-02-01,22,0.0,2.2,22
EMP10085,2025-03-01,18,1.0,2.5,17
EMP10085,2025-04-01,19,0.0,9.1,19
EMP10085,2025-05-01,20,1.0,9.2,19
EMP10085,2025-06-01,20,1.0,9.7,19
EMP10085,2025-07-01,20,0.0,6.2,20
EMP10085,2025-08-01,19,1.0,9.0,18
EMP10085,2025-09-01,19,2.0,4.9,17
EMP10085,2025-10-01,19,1.0,0.0,18
EMP10085,2025-11-01,22,1.0,4.3,21
EMP10085,2025-12-01,20,2.0,4.4,18
EMP10085,2026-01-01,19,1.0,4.3,18
EMP10085,2026-02-01,22,2.0,11.0,20
EMP10085,2026-04-01,18,0.0,4.8,18
EMP10085,2026-05-01,21,0.0,13.1,21
EMP10085,2026-06-01,19,2.0,3.3,17
EMP10086,2024-03-01,22,2.0,8.5,20
EMP10086,2024-04-01,21,2.0,1.6,19
EMP10086,2024-06-01,18,0.0,9.1,18
EMP10086,2024-08-01,19,2.0,4.1,17
EMP10086,2024-10-01,19,0.0,4.4,19
EMP10086,2024-11-01,21,1.0,4.5,20
EMP10086,2024-12-01,21,2.0,8.2,19
EMP10086,2025-01-01,19,2.0,2.6,17
EMP10086,2025-02-01,21,3.0,0.0,18
EMP10086,2025-03-01,20,5.0,1.5,15
EMP10086,2025-04-01,19,0.0,3.9,19
EMP10086,2025-05-01,19,2.0,7.5,17
EMP10086,2025-06-01,18,0.0,3.9,18
EMP10086,2025-07-01,21,0.0,2.7,21
EMP10086,2025-08-01,22,2.0,3.8,20
EMP10086,2025-09-01,21,0.0,0.3,21
EMP10086,2025-10-01,20,2.0,8.5,18
EMP10086,2025-11-01,19,0.0,6.4,19
EMP10086,2025-12-01,22,5.0,5.8,17
EMP10086,2026-01-01,22,0.0,10.6,22
EMP10086,2026-03-01,22,0.0,3.5,22
EMP10086,2026-04-01,19,1.0,0.0,18
EMP10086,2026-05-01,21,2.0,3.1,19
EMP10086,2026-06-01,22,1.0,0.0,21
EMP10087,2024-08-01,18,1.0,12.0,17
EMP10087,2024-09-01,19,1.0,8.2,18
EMP10087,2024-10-01,19,3.0,9.5,16
EMP10087,2024-11-01,18,3.0,7.9,15
EMP10087,2025-01-01,18,0.0,7.1,18
EMP10087,2025-02-01,22,1.0,7.4,21
EMP10087,2025-03-01,21,0.0,1.7,21
EMP10087,2025-04-01,18,1.0,0.0,17
EMP10087,2025-05-01,22,0.0,5.1,22
EMP10087,2025-06-01,22,4.0,2.2,18
EMP10087,2025-08-01,22,3.0,5.5,19
EMP10087,2025-09-01,18,2.0,4.8,16
EMP10087,2025-10-01,19,1.0,11.0,18
EMP10087,2025-11-01,19,3.0,4.2,16
EMP10087,2025-12-01,21,3.0,5.8,18
EMP10087,2026-02-01,18,2.0,0.0,16
EMP10087,2026-03-01,22,0.0,12.5,22
EMP10087,2026-04-01,20,2.0,6.6,18
EMP10087,2026-05-01,22,1.0,9.4,21
EMP10087,2026-06-01,18,0.0,9.8,18
EMP10088,2024-10-01,20,0.0,5.9,20
EMP10088,2024-11-01,19,4.0,3.3,15
EMP10088,2024-12-01,18,0.0,4.1,18
EMP10088,2025-03-01,21,2.0,11.3,19
EMP10088,2025-04-01,19,1.0,6.1,18
EMP10088,2025-05-01,22,1.0,2.7,21
EMP10088,2025-06-01,20,3.0,3.0,17
EMP10088,2025-07-01,19,3.0,4.5,16
EMP10088,2025-08-01,18,0.0,0.0,18
EMP10088,2025-09-01,20,1.0,10.6,19
EMP10088,2025-10-01,18,2.0,2.0,16
EMP10088,2025-12-01,21,4.0,7.7,17
EMP10088,2026-01-01,19,2.0,8.5,17
EMP10088,2026-02-01,19,3.0,3.2,16
EMP10088,2026-03-01,18,0.0,2.2,18
EMP10088,2026-04-01,18,1.0,8.4,17
EMP10088,2026-05-01,19,3.0,0.6,16
EMP10088,2026-06-01,18,1.0,8.2,17
EMP10089,2022-04-01,19,3.0,7.4,16
EMP10089,2022-05-01,22,1.0,13.9,21
EMP10089,2022-07-01,22,1.0,7.2,21
EMP10089,2022-08-01,19,0.0,7.1,19
EMP10089,2022-09-01,20,1.0,2.0,19
EMP10089,2022-10-01,21,1.0,8.7,20
EMP10089,2022-12-01,21,2.0,2.3,19
EMP10089,2023-02-01,20,2.0,11.3,18
EMP10089,2023-03-01,21,1.0,11.1,20
EMP10089,2023-04-01,22,0.0,11.8,22
EMP10089,2023-05-01,20,1.0,8.7,19
EMP10089,2023-06-01,20,0.0,1.6,20
EMP10089,2023-07-01,18,1.0,6.6,17
EMP10089,2023-08-01,19,1.0,9.7,18
EMP10089,2023-09-01,18,0.0,11.5,18
EMP10089,2023-10-01,18,2.0,5.7,16
EMP10089,2023-11-01,22,2.0,10.9,20
EMP10089,2023-12-01,18,5.0,6.7,13
EMP10089,2024-01-01,18,1.0,12.4,17
EMP10089,2024-02-01,19,0.0,9.4,19
EMP10089,2024-03-01,21,1.0,7.8,20
EMP10089,2024-04-01,21,1.0,15.3,20
EMP10089,2024-07-01,18,2.0,12.4,16
EMP10089,2024-08-01,22,0.0,5.6,22
EMP10089,2024-10-01,18,0.0,13.9,18
EMP10089,2024-11-01,18,2.0,9.8,16
EMP10089,2024-12-01,21,2.0,7.9,19
EMP10089,2025-01-01,22,1.0,1.2,21
EMP10089,2025-02-01,21,0.0,5.1,21
EMP10089,2025-03-01,18,1.0,8.7,17
EMP10089,2025-04-01,19,1.0,10.2,18
EMP10089,2025-05-01,18,6.0,8.9,12
EMP10089,2025-06-01,22,2.0,3.2,20
EMP10089,2025-07-01,20,1.0,12.7,19
EMP10089,2025-08-01,18,1.0,11.1,17
EMP10089,2025-09-01,20,0.0,4.1,20
EMP10089,2025-10-01,22,0.0,14.3,22
EMP10089,2025-11-01,18,0.0,8.9,18
EMP10089,2026-02-01,22,0.0,5.9,22
EMP10089,2026-03-01,22,0.0,13.0,22
EMP10089,2026-05-01,19,0.0,5.5,19
EMP10090,2024-03-01,18,1.0,9.8,17
EMP10090,2024-04-01,21,2.0,0.0,19
EMP10090,2024-05-01,20,2.0,9.7,18
EMP10090,2024-06-01,20,1.0,13.7,19
EMP10090,2024-07-01,21,3.0,12.8,18
EMP10090,2024-08-01,22,1.0,11.8,21
EMP10090,2024-09-01,21,3.0,15.6,18
EMP10090,2024-10-01,19,0.0,10.9,19
EMP10090,2024-11-01,19,1.0,7.5,18
EMP10090,2024-12-01,22,0.0,6.0,22
EMP10090,2025-01-01,19,1.0,9.0,18
EMP10090,2025-03-01,18,2.0,6.4,16
EMP10090,2025-04-01,21,0.0,12.3,21
EMP10090,2025-05-01,18,1.0,7.1,17
EMP10090,2025-06-01,19,1.0,10.4,18
EMP10090,2025-07-01,20,1.0,9.4,19
EMP10090,2025-08-01,22,1.0,10.5,21
EMP10090,2025-10-01,19,2.0,8.0,17
EMP10090,2025-11-01,19,2.0,9.4,17
EMP10090,2025-12-01,19,1.0,11.1,18
EMP10090,2026-01-01,22,1.0,2.6,21
EMP10090,2026-02-01,20,3.0,10.6,17
EMP10090,2026-03-01,21,4.0,8.0,17
EMP10090,2026-04-01,22,0.0,4.4,22
EMP10090,2026-05-01,20,2.0,8.3,18
EMP10090,2026-06-01,20,3.0,9.9,17
EMP10091,2019-09-01,18,0.0,5.9,18
EMP10091,2019-10-01,19,1.0,2.9,18
EMP10091,2019-11-01,20,1.0,5.2,19
EMP10091,2019-12-01,22,0.0,11.2,22
EMP10091,2020-01-01,19,1.0,4.2,18
EMP10091,2020-02-01,20,2.0,9.7,18
EMP10091,2020-03-01,18,0.0,7.7,18
EMP10091,2020-04-01,18,1.0,7.2,17
EMP10091,2020-06-01,21,2.0,0.1,19
EMP10091,2020-07-01,18,2.0,10.8,16
EMP10091,2020-08-01,20,0.0,7.1,20
EMP10091,2020-09-01,20,3.0,1.3,17
EMP10091,2020-10-01,21,3.0,1.4,18
EMP10091,2020-12-01,22,1.0,8.1,21
EMP10091,2021-01-01,21,2.0,5.9,19
EMP10091,2021-02-01,18,2.0,11.2,16
EMP10091,2021-03-01,22,3.0,6.3,19
EMP10091,2021-04-01,21,1.0,4.3,20
EMP10091,2021-05-01,19,1.0,8.0,18
EMP10091,2021-06-01,20,2.0,8.4,18
EMP10091,2021-07-01,21,2.0,6.2,19
EMP10091,2021-08-01,20,1.0,4.3,19
EMP10091,2021-10-01,22,1.0,6.8,21
EMP10091,2022-01-01,21,3.0,7.7,18
EMP10091,2022-02-01,21,3.0,6.0,18
EMP10091,2022-03-01,20,0.0,9.1,20
EMP10091,2022-04-01,21,2.0,3.5,19
EMP10091,2022-05-01,18,1.0,7.8,17
EMP10091,2022-07-01,21,2.0,2.7,19
EMP10091,2022-08-01,22,0.0,4.9,22
EMP10091,2022-09-01,22,2.0,6.3,20
EMP10091,2023-01-01,22,1.0,7.3,21
EMP10091,2023-02-01,22,2.0,3.4,20
EMP10091,2023-03-01,20,0.0,4.4,20
EMP10091,2023-04-01,18,2.0,5.5,16
EMP10091,2023-05-01,20,1.0,2.6,19
EMP10091,2023-06-01,18,3.0,3.9,15
EMP10091,2023-07-01,18,2.0,8.1,16
EMP10091,2023-08-01,22,0.0,9.6,22
EMP10091,2023-09-01,20,2.0,10.2,18
EMP10091,2023-10-01,19,1.0,7.6,18
EMP10091,2023-11-01,22,2.0,9.5,20
EMP10091,2023-12-01,19,2.0,8.0,17
EMP10091,2024-01-01,18,1.0,2.3,17
EMP10091,2024-02-01,20,1.0,0.1,19
EMP10091,2024-03-01,22,0.0,2.4,22
EMP10091,2024-04-01,18,0.0,1.3,18
EMP10091,2024-05-01,20,2.0,3.2,18
EMP10091,2024-06-01,19,0.0,5.8,19
EMP10091,2024-07-01,21,1.0,9.0,20
EMP10091,2024-09-01,18,1.0,4.6,17
EMP10091,2024-10-01,18,2.0,5.1,16
EMP10091,2024-11-01,22,0.0,0.5,22
EMP10091,2024-12-01,20,1.0,2.9,19
EMP10091,2025-01-01,20,2.0,5.2,18
EMP10091,2025-02-01,20,0.0,2.1,20
EMP10091,2025-04-01,22,2.0,8.0,20
EMP10091,2025-05-01,19,1.0,11.1,18
EMP10091,2025-06-01,22,1.0,3.8,21
EMP10091,2025-07-01,22,1.0,9.2,21
EMP10091,2025-08-01,20,2.0,0.0,18
EMP10091,2025-09-01,19,2.0,3.6,17
EMP10091,2025-11-01,19,3.0,0.0,16
EMP10091,2025-12-01,18,1.0,4.7,17
EMP10091,2026-01-01,21,1.0,8.4,20
EMP10091,2026-02-01,19,1.0,1.8,18
EMP10091,2026-03-01,18,0.0,6.3,18
EMP10091,2026-04-01,22,1.0,5.8,21
EMP10091,2026-05-01,22,1.0,9.2,21
EMP10091,2026-06-01,20,3.0,10.9,17
EMP10092,2024-01-01,18,1.0,6.7,17
EMP10092,2024-02-01,18,2.0,15.0,16
EMP10092,2024-03-01,19,1.0,4.0,18
EMP10092,2024-04-01,21,2.0,11.0,19
EMP10092,2024-05-01,22,0.0,2.3,22
EMP10092,2024-06-01,20,4.0,12.0,16
EMP10092,2024-07-01,18,0.0,5.5,18
EMP10092,2024-08-01,21,1.0,7.5,20
EMP10092,2024-09-01,20,0.0,4.1,20
EMP10092,2024-10-01,21,0.0,6.1,21
EMP10092,2024-11-01,21,0.0,4.0,21
EMP10092,2024-12-01,20,2.0,5.5,18
EMP10092,2025-01-01,19,2.0,2.4,17
EMP10092,2025-02-01,18,0.0,6.5,18
EMP10092,2025-05-01,18,0.0,6.2,18
EMP10092,2025-07-01,19,2.0,8.7,17
EMP10092,2025-08-01,21,0.0,1.1,21
EMP10092,2025-09-01,22,0.0,5.9,22
EMP10092,2025-10-01,21,0.0,0.0,21
EMP10092,2025-11-01,18,1.0,7.8,17
EMP10092,2026-01-01,21,1.0,11.7,20
EMP10092,2026-02-01,21,3.0,8.7,18
EMP10092,2026-04-01,21,1.0,15.6,20
EMP10092,2026-05-01,22,0.0,0.0,22
EMP10092,2026-06-01,18,1.0,12.1,17
EMP10093,2023-10-01,18,2.0,10.9,16
EMP10093,2023-12-01,21,0.0,6.7,21
EMP10093,2024-02-01,21,2.0,0.1,19
EMP10093,2024-03-01,22,2.0,5.6,20
EMP10093,2024-04-01,20,0.0,5.4,20
EMP10093,2024-05-01,20,0.0,8.6,20
EMP10093,2024-06-01,20,1.0,0.0,19
EMP10093,2024-07-01,18,2.0,0.0,16
EMP10093,2024-08-01,18,4.0,6.0,14
EMP10093,2024-09-01,20,1.0,10.4,19
EMP10093,2024-11-01,19,1.0,10.5,18
EMP10093,2024-12-01,21,2.0,12.3,19
EMP10093,2025-01-01,18,0.0,0.0,18
EMP10093,2025-02-01,19,1.0,5.5,18
EMP10093,2025-03-01,20,2.0,4.1,18
EMP10093,2025-05-01,19,1.0,12.6,18
EMP10093,2025-06-01,19,2.0,2.4,17
EMP10093,2025-08-01,21,0.0,2.1,21
EMP10093,2025-09-01,21,0.0,0.4,21
EMP10093,2025-10-01,20,1.0,6.8,19
EMP10093,2025-11-01,22,0.0,4.2,22
EMP10093,2025-12-01,20,1.0,8.4,19
EMP10093,2026-01-01,20,2.0,11.2,18
EMP10093,2026-02-01,19,1.0,0.3,18
EMP10093,2026-03-01,21,1.0,3.1,20
EMP10093,2026-04-01,22,2.0,8.5,20
EMP10093,2026-05-01,18,2.0,8.2,16
EMP10093,2026-06-01,21,1.0,2.1,20
EMP10094,2025-04-01,18,0.0,4.9,18
EMP10094,2025-05-01,19,1.0,2.6,18
EMP10094,2025-06-01,20,2.0,5.2,18
EMP10094,2025-07-01,22,2.0,11.3,20
EMP10094,2025-08-01,22,0.0,1.5,22
EMP10094,2025-09-01,22,0.0,5.7,22
EMP10094,2025-10-01,19,1.0,1.4,18
EMP10094,2025-11-01,20,1.0,0.8,19
EMP10094,2025-12-01,22,2.0,0.3,20
EMP10094,2026-01-01,22,1.0,0.0,21
EMP10094,2026-02-01,19,2.0,11.8,17
EMP10094,2026-03-01,19,0.0,7.5,19
EMP10094,2026-05-01,19,1.0,13.8,18
EMP10094,2026-06-01,21,0.0,7.9,21
EMP10095,2025-09-01,21,0.0,2.4,21
EMP10095,2025-10-01,19,1.0,3.9,18
EMP10095,2025-11-01,22,1.0,0.0,21
EMP10095,2026-01-01,18,1.0,1.7,17
EMP10095,2026-02-01,20,0.0,9.8,20
EMP10095,2026-03-01,20,0.0,5.1,20
EMP10095,2026-04-01,19,0.0,2.6,19
EMP10095,2026-05-01,18,0.0,6.2,18
EMP10095,2026-06-01,20,0.0,7.4,20
EMP10096,2023-02-01,19,2.0,14.2,17
EMP10096,2023-03-01,19,2.0,7.8,17
EMP10096,2023-04-01,21,0.0,5.2,21
EMP10096,2023-06-01,21,0.0,3.7,21
EMP10096,2023-07-01,21,3.0,13.2,18
EMP10096,2023-08-01,20,2.0,8.1,18
EMP10096,2023-09-01,22,1.0,7.3,21
EMP10096,2023-10-01,19,1.0,6.5,18
EMP10096,2023-11-01,22,0.0,9.0,22
EMP10096,2023-12-01,19,2.0,8.4,17
EMP10096,2024-01-01,21,0.0,6.7,21
EMP10096,2024-02-01,18,1.0,10.8,17
EMP10096,2024-05-01,21,4.0,2.5,17
EMP10096,2024-07-01,20,1.0,3.1,19
EMP10096,2024-08-01,21,1.0,11.6,20
EMP10096,2024-09-01,19,1.0,1.3,18
EMP10096,2024-10-01,22,3.0,11.9,19
EMP10096,2024-11-01,18,0.0,7.5,18
EMP10096,2024-12-01,18,0.0,11.5,18
EMP10096,2025-01-01,22,3.0,20.0,19
EMP10096,2025-02-01,20,0.0,8.6,20
EMP10096,2025-03-01,22,1.0,12.8,21
EMP10096,2025-04-01,22,1.0,2.3,21
EMP10096,2025-05-01,21,2.0,2.5,19
EMP10096,2025-06-01,20,1.0,2.9,19
EMP10096,2025-08-01,18,1.0,10.8,17
EMP10096,2025-09-01,18,2.0,12.8,16
EMP10096,2025-10-01,22,3.0,5.5,19
EMP10096,2025-11-01,20,1.0,5.1,19
EMP10096,2025-12-01,19,0.0,9.1,19
EMP10096,2026-01-01,20,2.0,0.0,18
EMP10096,2026-02-01,21,1.0,14.8,20
EMP10096,2026-03-01,22,2.0,12.8,20
EMP10096,2026-04-01,22,2.0,8.4,20
EMP10096,2026-05-01,22,1.0,5.9,21
EMP10096,2026-06-01,20,0.0,7.8,20
EMP10097,2020-04-01,18,3.0,10.2,15
EMP10097,2020-05-01,22,3.0,4.0,19
EMP10097,2020-06-01,22,0.0,0.0,22
EMP10097,2020-07-01,21,3.0,2.3,18
EMP10097,2020-08-01,20,0.0,3.0,20
EMP10097,2020-09-01,18,1.0,6.5,17
EMP10097,2020-10-01,22,1.0,5.3,21
EMP10097,2020-11-01,21,0.0,14.1,21
EMP10097,2020-12-01,18,2.0,8.3,16
EMP10097,2021-01-01,22,1.0,0.0,21
EMP10097,2021-02-01,20,1.0,6.8,19
EMP10097,2021-03-01,18,0.0,5.1,18
EMP10097,2021-04-01,18,0.0,0.0,18
EMP10097,2021-05-01,21,3.0,15.4,18
EMP10097,2021-08-01,19,3.0,8.2,16
EMP10097,2021-09-01,19,1.0,8.8,18
EMP10097,2021-10-01,20,1.0,5.4,19
EMP10097,2021-11-01,19,0.0,0.0,19
EMP10097,2021-12-01,19,3.0,7.4,16
EMP10097,2022-01-01,21,2.0,3.0,19
EMP10097,2022-02-01,21,0.0,10.2,21
EMP10097,2022-03-01,20,2.0,6.0,18
EMP10097,2022-04-01,22,3.0,11.7,19
EMP10097,2022-05-01,21,3.0,0.5,18
EMP10097,2022-06-01,22,3.0,7.8,19
EMP10097,2022-07-01,21,1.0,7.8,20
EMP10097,2022-08-01,19,1.0,11.8,18
EMP10097,2022-09-01,18,2.0,7.2,16
EMP10097,2022-10-01,19,1.0,11.1,18
EMP10097,2022-11-01,20,2.0,6.7,18
EMP10097,2022-12-01,19,3.0,12.1,16
EMP10097,2023-01-01,20,2.0,11.9,18
EMP10097,2023-02-01,20,3.0,7.6,17
EMP10097,2023-04-01,21,3.0,0.0,18
EMP10097,2023-05-01,18,0.0,3.9,18
EMP10097,2023-06-01,22,1.0,6.0,21
EMP10097,2023-07-01,21,5.0,0.0,16
EMP10097,2023-08-01,20,1.0,7.3,19
EMP10097,2023-09-01,19,0.0,2.2,19
EMP10097,2023-10-01,20,5.0,0.5,15
EMP10097,2023-12-01,21,0.0,5.1,21
EMP10097,2024-01-01,20,4.0,0.0,16
EMP10097,2024-03-01,18,2.0,0.0,16
EMP10097,2024-04-01,22,0.0,3.8,22
EMP10097,2024-05-01,18,1.0,9.6,17
EMP10097,2024-06-01,18,0.0,5.7,18
EMP10097,2024-07-01,21,2.0,3.9,19
EMP10097,2024-08-01,19,2.0,6.7,17
EMP10097,2024-09-01,22,3.0,1.5,19
EMP10097,2024-10-01,18,0.0,9.1,18
EMP10097,2024-11-01,22,2.0,7.6,20
EMP10097,2024-12-01,20,0.0,13.6,20
EMP10097,2025-03-01,19,1.0,5.6,18
EMP10097,2025-05-01,21,0.0,11.1,21
EMP10097,2025-06-01,18,1.0,7.1,17
EMP10097,2025-09-01,19,1.0,4.3,18
EMP10097,2025-10-01,22,3.0,3.4,19
EMP10097,2025-11-01,18,2.0,7.1,16
EMP10097,2026-01-01,18,0.0,11.2,18
EMP10097,2026-02-01,18,1.0,13.9,17
EMP10097,2026-04-01,20,1.0,2.8,19
EMP10097,2026-05-01,21,0.0,4.5,21
EMP10097,2026-06-01,22,2.0,6.4,20
EMP10098,2021-09-01,22,3.0,11.7,19
EMP10098,2021-10-01,19,4.0,4.2,15
EMP10098,2021-11-01,20,1.0,0.0,19
EMP10098,2021-12-01,18,0.0,8.4,18
EMP10098,2022-01-01,20,2.0,17.0,18
EMP10098,2022-02-01,21,2.0,5.9,19
EMP10098,2022-04-01,20,2.0,8.2,18
EMP10098,2022-05-01,20,1.0,12.3,19
EMP10098,2022-06-01,21,2.0,13.8,19
EMP10098,2022-07-01,22,2.0,9.3,20
EMP10098,2022-08-01,19,0.0,5.4,19
EMP10098,2022-09-01,18,0.0,9.8,18
EMP10098,2022-10-01,18,1.0,5.8,17
EMP10098,2022-11-01,22,3.0,14.1,19
EMP10098,2022-12-01,20,1.0,5.5,19
EMP10098,2023-01-01,19,2.0,8.8,17
EMP10098,2023-03-01,22,2.0,7.8,20
EMP10098,2023-04-01,22,1.0,4.6,21
EMP10098,2023-06-01,21,2.0,7.1,19
EMP10098,2023-07-01,19,0.0,2.2,19
EMP10098,2023-08-01,21,2.0,11.0,19
EMP10098,2023-09-01,22,1.0,5.4,21
EMP10098,2023-10-01,21,3.0,15.6,18
EMP10098,2023-12-01,19,0.0,7.3,19
EMP10098,2024-02-01,20,0.0,6.9,20
EMP10098,2024-04-01,19,2.0,8.5,17
EMP10098,2024-05-01,18,2.0,7.6,16
EMP10098,2024-06-01,22,0.0,6.8,22
EMP10098,2024-07-01,22,1.0,12.7,21
EMP10098,2024-08-01,19,1.0,8.3,18
EMP10098,2024-09-01,19,0.0,5.9,19
EMP10098,2024-10-01,20,1.0,14.2,19
EMP10098,2024-11-01,18,1.0,0.7,17
EMP10098,2024-12-01,18,0.0,6.1,18
EMP10098,2025-01-01,21,1.0,9.7,20
EMP10098,2025-02-01,20,2.0,6.1,18
EMP10098,2025-03-01,21,0.0,13.6,21
EMP10098,2025-04-01,22,4.0,11.7,18
EMP10098,2025-05-01,21,1.0,17.2,20
EMP10098,2025-06-01,22,2.0,3.4,20
EMP10098,2025-08-01,22,1.0,3.5,21
EMP10098,2025-10-01,20,2.0,9.2,18
EMP10098,2025-11-01,18,0.0,12.1,18
EMP10098,2025-12-01,21,0.0,2.8,21
EMP10098,2026-01-01,18,2.0,0.0,16
EMP10098,2026-02-01,19,1.0,12.4,18
EMP10098,2026-03-01,21,1.0,4.0,20
EMP10098,2026-04-01,22,2.0,13.8,20
EMP10098,2026-06-01,22,1.0,12.4,21
EMP10099,2022-04-01,20,1.0,5.0,19
EMP10099,2022-06-01,22,2.0,10.1,20
EMP10099,2022-07-01,19,0.0,1.9,19
EMP10099,2022-08-01,18,0.0,1.0,18
EMP10099,2022-10-01,22,0.0,11.3,22
EMP10099,2022-11-01,19,0.0,7.1,19
EMP10099,2022-12-01,22,0.0,12.2,22
EMP10099,2023-01-01,19,0.0,7.4,19
EMP10099,2023-02-01,21,0.0,6.2,21
EMP10099,2023-03-01,20,1.0,0.0,19
EMP10099,2023-05-01,21,2.0,2.9,19
