Employee_ID,Effective_Date,Annual_Salary,Annual_Bonus,Change_Reason
EMP10272,2025-04-01,105055.0,8404.0,Annual Revision
EMP10272,2026-04-01,111762.0,13411.0,No Change
EMP10273,2024-04-01,67183.0,2015.0,Annual Revision
EMP10273,2025-04-01,70743.0,3537.0,Annual Revision
EMP10273,2026-04-01,76748.0,3837.0,Annual Revision
EMP10274,2022-04-01,72642.0,2179.0,Annual Revision
EMP10274,2023-04-01,77023.0,3851.0,Market Adjustment
EMP10274,2024-04-01,86813.0,2604.0,Annual Revision
EMP10274,2025-04-01,91137.0,4557.0,Annual Revision
EMP10274,2026-04-01,98112.0,4906.0,Annual Revision
EMP10275,2025-04-01,42779.0,1283.0,No Change
EMP10275,2026-04-01,44004.0,5280.0,Market Adjustment
EMP10276,2019-04-01,71359.0,8563.0,Promotion
EMP10276,2020-04-01,72130.0,3607.0,Annual Revision
EMP10276,2021-04-01,77673.0,2330.0,Promotion
EMP10276,2022-04-01,83663.0,4183.0,Market Adjustment
EMP10276,2023-04-01,98225.0,7858.0,No Change
EMP10276,2024-04-01,99952.0,4998.0,Annual Revision
EMP10276,2025-04-01,122644.0,9811.0,Promotion
EMP10276,2026-04-01,119656.0,9572.0,Annual Revision
EMP10277,2026-04-01,68125.0,5450.0,Annual Revision
EMP10278,2024-04-01,31963.0,1598.0,No Change
EMP10278,2025-04-01,34365.0,1031.0,Promotion
EMP10278,2026-04-01,39430.0,1183.0,Promotion
EMP10279,2025-04-01,43284.0,3463.0,Market Adjustment
EMP10279,2026-04-01,45713.0,2286.0,Annual Revision
EMP10280,2020-04-01,31453.0,1573.0,Annual Revision
EMP10280,2021-04-01,36225.0,2898.0,Annual Revision
EMP10280,2022-04-01,37631.0,4516.0,No Change
EMP10280,2023-04-01,42766.0,2138.0,Market Adjustment
EMP10280,2024-04-01,49176.0,2459.0,Annual Revision
EMP10280,2025-04-01,54524.0,4362.0,Annual Revision
EMP10280,2026-04-01,60706.0,3035.0,Annual Revision
EMP10281,2025-04-01,66408.0,3320.0,Annual Revision
EMP10281,2026-04-01,71745.0,8609.0,Annual Revision
EMP10282,2024-04-01,88185.0,4409.0,Market Adjustment
EMP10282,2025-04-01,101466.0,5073.0,No Change
EMP10282,2026-04-01,108163.0,3245.0,Annual Revision
EMP10283,2021-04-01,31090.0,1555.0,Promotion
EMP10283,2022-04-01,35174.0,2814.0,Annual Revision
EMP10283,2023-04-01,38931.0,3114.0,Annual Revision
EMP10283,2024-04-01,40607.0,3249.0,Annual Revision
EMP10283,2025-04-01,48481.0,2424.0,Annual Revision
EMP10283,2026-04-01,55440.0,2772.0,Annual Revision
EMP10284,2024-04-01,42397.0,2120.0,Promotion
EMP10284,2025-04-01,44781.0,2239.0,Promotion
EMP10284,2026-04-01,51353.0,1541.0,Annual Revision
EMP10285,2026-04-01,42757.0,3421.0,No Change
EMP10286,2021-04-01,68005.0,2040.0,Market Adjustment
EMP10286,2022-04-01,76164.0,9140.0,Annual Revision
EMP10286,2023-04-01,83507.0,10021.0,Annual Revision
EMP10286,2024-04-01,89867.0,7189.0,Promotion
EMP10286,2025-04-01,102587.0,5129.0,Promotion
EMP10286,2026-04-01,109679.0,3290.0,Annual Revision
EMP10287,2025-04-01,72507.0,5801.0,Annual Revision
EMP10287,2026-04-01,79024.0,9483.0,Annual Revision
EMP10288,2019-04-01,84061.0,10087.0,Annual Revision
EMP10288,2020-04-01,93635.0,4682.0,Promotion
EMP10288,2021-04-01,109605.0,3288.0,Annual Revision
EMP10288,2022-04-01,106634.0,8531.0,Annual Revision
EMP10288,2023-04-01,128431.0,6422.0,Annual Revision
EMP10288,2024-04-01,147215.0,7361.0,Annual Revision
EMP10288,2025-04-01,150975.0,12078.0,Promotion
EMP10288,2026-04-01,160923.0,8046.0,Annual Revision
EMP10289,2019-04-01,70824.0,3541.0,Market Adjustment
EMP10289,2020-04-01,70879.0,3544.0,Annual Revision
EMP10289,2021-04-01,78320.0,6266.0,No Change
EMP10289,2022-04-01,78958.0,6317.0,Market Adjustment
EMP10289,2023-04-01,93724.0,4686.0,Annual Revision
EMP10289,2024-04-01,111916.0,3357.0,Annual Revision
EMP10289,2025-04-01,115412.0,9233.0,Annual Revision
EMP10289,2026-04-01,124450.0,9956.0,Annual Revision
EMP10290,2022-04-01,45035.0,2252.0,Annual Revision
EMP10290,2023-04-01,49120.0,3930.0,Market Adjustment
EMP10290,2024-04-01,53681.0,1610.0,Annual Revision
EMP10290,2025-04-01,62088.0,4967.0,Promotion
EMP10290,2026-04-01,60489.0,4839.0,Annual Revision
EMP10291,2021-04-01,41219.0,3298.0,Annual Revision
EMP10291,2022-04-01,43617.0,3489.0,No Change
EMP10291,2023-04-01,50350.0,4028.0,Annual Revision
EMP10291,2024-04-01,50094.0,4008.0,Market Adjustment
EMP10291,2025-04-01,60629.0,4850.0,Promotion
EMP10291,2026-04-01,64429.0,1933.0,Annual Revision
EMP10292,2020-04-01,117755.0,9420.0,Promotion
EMP10292,2021-04-01,133518.0,10681.0,Annual Revision
EMP10292,2022-04-01,138408.0,4152.0,Annual Revision
EMP10292,2023-04-01,165951.0,19914.0,Market Adjustment
EMP10292,2024-04-01,174731.0,8737.0,Annual Revision
EMP10292,2025-04-01,181456.0,5444.0,Annual Revision
EMP10292,2026-04-01,201472.0,16118.0,Market Adjustment
EMP10293,2023-04-01,40224.0,1207.0,Annual Revision
EMP10293,2024-04-01,44335.0,1330.0,Market Adjustment
EMP10293,2025-04-01,49506.0,2475.0,Promotion
EMP10293,2026-04-01,51834.0,6220.0,Annual Revision
EMP10294,2020-04-01,68282.0,2048.0,Annual Revision
EMP10294,2021-04-01,76507.0,3825.0,Market Adjustment
EMP10294,2022-04-01,81500.0,6520.0,Market Adjustment
EMP10294,2023-04-01,98974.0,7918.0,Annual Revision
EMP10294,2024-04-01,104805.0,5240.0,Promotion
EMP10294,2025-04-01,112727.0,3382.0,Annual Revision
EMP10294,2026-04-01,130268.0,10421.0,Annual Revision
EMP10295,2021-04-01,42260.0,1268.0,Annual Revision
EMP10295,2022-04-01,47307.0,1419.0,Promotion
EMP10295,2023-04-01,51091.0,4087.0,No Change
EMP10295,2024-04-01,57036.0,2852.0,Market Adjustment
EMP10295,2025-04-01,63555.0,1907.0,Annual Revision
EMP10295,2026-04-01,73428.0,5874.0,Annual Revision
EMP10296,2023-04-01,130028.0,10402.0,Annual Revision
EMP10296,2024-04-01,135812.0,4074.0,Annual Revision
EMP10296,2025-04-01,140180.0,7009.0,Promotion
EMP10296,2026-04-01,163364.0,19604.0,Annual Revision
EMP10297,2023-04-01,32517.0,2601.0,Promotion
EMP10297,2024-04-01,34769.0,1738.0,Promotion
EMP10297,2025-04-01,39280.0,3142.0,Market Adjustment
EMP10297,2026-04-01,44079.0,3526.0,No Change
EMP10298,2020-04-01,94251.0,2828.0,Promotion
EMP10298,2021-04-01,90119.0,10814.0,Market Adjustment
EMP10298,2022-04-01,104085.0,5204.0,No Change
EMP10298,2023-04-01,116587.0,9327.0,Annual Revision
EMP10298,2024-04-01,122234.0,9779.0,Market Adjustment
EMP10298,2025-04-01,142675.0,11414.0,Market Adjustment
EMP10298,2026-04-01,149983.0,17998.0,Market Adjustment
EMP10299,2023-04-01,41400.0,4968.0,Market Adjustment
EMP10299,2024-04-01,48057.0,2403.0,Annual Revision
EMP10299,2025-04-01,52126.0,1564.0,Annual Revision
EMP10299,2026-04-01,55318.0,1660.0,Annual Revision
EMP10300,2023-04-01,71046.0,3552.0,Market Adjustment
EMP10300,2024-04-01,77658.0,2330.0,Annual Revision
EMP10300,2025-04-01,83227.0,6658.0,Market Adjustment
EMP10300,2026-04-01,87358.0,2621.0,Promotion
EMP10301,2022-04-01,32880.0,986.0,Annual Revision
EMP10301,2023-04-01,33376.0,1669.0,Annual Revision
EMP10301,2024-04-01,38604.0,1158.0,Annual Revision
EMP10301,2025-04-01,40606.0,1218.0,Annual Revision
EMP10301,2026-04-01,45605.0,1368.0,Annual Revision
EMP10302,2021-04-01,72523.0,5802.0,Promotion
EMP10302,2022-04-01,78579.0,2357.0,Annual Revision
EMP10302,2023-04-01,83474.0,6678.0,Promotion
EMP10302,2024-04-01,93823.0,4691.0,Annual Revision
EMP10302,2025-04-01,97513.0,7801.0,Promotion
EMP10302,2026-04-01,105050.0,5253.0,Annual Revision
EMP10303,2022-04-01,92989.0,7439.0,Annual Revision
EMP10303,2023-04-01,94785.0,4739.0,Annual Revision
EMP10303,2024-04-01,109901.0,8792.0,Promotion
EMP10303,2025-04-01,120178.0,3605.0,Promotion
EMP10303,2026-04-01,133865.0,10709.0,Annual Revision
EMP10304,2023-04-01,32002.0,2560.0,Annual Revision
EMP10304,2024-04-01,34819.0,4178.0,Annual Revision
EMP10304,2025-04-01,40176.0,3214.0,Promotion
EMP10304,2026-04-01,43649.0,2182.0,Market Adjustment
EMP10305,2022-04-01,94269.0,7541.0,Annual Revision
EMP10305,2023-04-01,93661.0,4683.0,Annual Revision
EMP10305,2024-04-01,113618.0,5681.0,Promotion
EMP10305,2025-04-01,120964.0,6048.0,Annual Revision
EMP10305,2026-04-01,142043.0,7102.0,Promotion
EMP10306,2026-04-01,133684.0,6684.0,Annual Revision
EMP10307,2021-04-01,31011.0,1551.0,Market Adjustment
EMP10307,2022-04-01,37813.0,1891.0,Promotion
EMP10307,2023-04-01,38222.0,3058.0,Annual Revision
EMP10307,2024-04-01,45075.0,1352.0,Annual Revision
EMP10307,2025-04-01,47904.0,2395.0,Market Adjustment
EMP10307,2026-04-01,55042.0,4403.0,Promotion
EMP10308,2023-04-01,63821.0,3191.0,No Change
EMP10308,2024-04-01,73556.0,5884.0,Annual Revision
EMP10308,2025-04-01,78567.0,9428.0,Annual Revision
EMP10308,2026-04-01,80987.0,6479.0,Annual Revision
EMP10309,2022-04-01,48040.0,1441.0,Promotion
EMP10309,2023-04-01,50576.0,4046.0,Annual Revision
EMP10309,2024-04-01,54463.0,2723.0,Annual Revision
EMP10309,2025-04-01,55907.0,4473.0,No Change
EMP10309,2026-04-01,64010.0,3200.0,Annual Revision
EMP10310,2023-04-01,68534.0,8224.0,Annual Revision
EMP10310,2024-04-01,83651.0,4183.0,Annual Revision
EMP10310,2025-04-01,81761.0,6541.0,Annual Revision
EMP10310,2026-04-01,98365.0,7869.0,Annual Revision
EMP10311,2023-04-01,39713.0,3177.0,Annual Revision
EMP10311,2024-04-01,44055.0,1322.0,Annual Revision
EMP10311,2025-04-01,50687.0,4055.0,Annual Revision
EMP10311,2026-04-01,54297.0,1629.0,Annual Revision
EMP10312,2024-04-01,33786.0,1689.0,Market Adjustment
EMP10312,2025-04-01,33688.0,2695.0,Annual Revision
EMP10312,2026-04-01,39953.0,1998.0,Annual Revision
EMP10313,2019-04-01,31975.0,1599.0,Annual Revision
EMP10313,2020-04-01,35012.0,1751.0,No Change
EMP10313,2021-04-01,34373.0,1031.0,No Change
EMP10313,2022-04-01,38029.0,1901.0,Market Adjustment
EMP10313,2023-04-01,44851.0,3588.0,Promotion
EMP10313,2024-04-01,49273.0,3942.0,Annual Revision
EMP10313,2025-04-01,50846.0,1525.0,Market Adjustment
EMP10313,2026-04-01,58336.0,2917.0,Annual Revision
EMP10314,2022-04-01,74474.0,2234.0,Annual Revision
EMP10314,2023-04-01,79282.0,3964.0,Promotion
EMP10314,2024-04-01,89551.0,2687.0,Promotion
EMP10314,2025-04-01,89862.0,2696.0,Promotion
EMP10314,2026-04-01,99798.0,4990.0,Annual Revision
EMP10315,2021-04-01,31310.0,2505.0,Annual Revision
EMP10315,2022-04-01,33931.0,1697.0,Market Adjustment
EMP10315,2023-04-01,36116.0,1806.0,Promotion
EMP10315,2024-04-01,41829.0,3346.0,Promotion
EMP10315,2025-04-01,44993.0,2250.0,Annual Revision
EMP10315,2026-04-01,49812.0,2491.0,Market Adjustment
EMP10316,2021-04-01,95640.0,4782.0,No Change
EMP10316,2022-04-01,93073.0,7446.0,Annual Revision
EMP10316,2023-04-01,100675.0,,Annual Revision
EMP10316,2024-04-01,122752.0,9820.0,Promotion
EMP10316,2025-04-01,132606.0,6630.0,Promotion
EMP10316,2026-04-01,133526.0,16023.0,Market Adjustment
EMP10317,2023-04-01,93138.0,4657.0,Annual Revision
EMP10317,2024-04-01,98827.0,11859.0,Promotion
EMP10317,2025-04-01,108747.0,5437.0,Annual Revision
EMP10317,2026-04-01,114256.0,13711.0,Annual Revision
EMP10318,2021-04-01,39823.0,1991.0,Promotion
EMP10318,2022-04-01,41794.0,3343.0,Annual Revision
EMP10318,2023-04-01,48833.0,5860.0,Annual Revision
EMP10318,2024-04-01,56881.0,4551.0,Annual Revision
EMP10318,2025-04-01,57081.0,2854.0,Promotion
EMP10318,2026-04-01,67242.0,3362.0,No Change
EMP10319,2025-04-01,128569.0,6428.0,Promotion
EMP10319,2026-04-01,126765.0,10141.0,Market Adjustment
EMP10320,2020-04-01,31406.0,1570.0,Annual Revision
EMP10320,2021-04-01,33750.0,2700.0,Annual Revision
EMP10320,2022-04-01,33912.0,1696.0,Market Adjustment
EMP10320,2023-04-01,38967.0,4676.0,Market Adjustment
EMP10320,2024-04-01,47061.0,3765.0,Annual Revision
EMP10320,2025-04-01,50728.0,1522.0,Promotion
EMP10320,2026-04-01,53384.0,4271.0,No Change
EMP10321,2022-04-01,32328.0,1616.0,Market Adjustment
EMP10321,2023-04-01,33065.0,992.0,Promotion
EMP10321,2024-04-01,38271.0,1148.0,Annual Revision
EMP10321,2025-04-01,43992.0,2200.0,Annual Revision
EMP10321,2026-04-01,45014.0,5402.0,Promotion
EMP10322,2024-04-01,41930.0,2096.0,Annual Revision
EMP10322,2025-04-01,47698.0,2385.0,Annual Revision
EMP10322,2026-04-01,48967.0,3917.0,No Change
EMP10323,2020-04-01,31788.0,1589.0,Annual Revision
EMP10323,2021-04-01,34798.0,1044.0,Annual Revision
EMP10323,2022-04-01,36687.0,1101.0,Promotion
EMP10323,2023-04-01,43354.0,2168.0,Annual Revision
EMP10323,2024-04-01,44672.0,2234.0,Promotion
EMP10323,2025-04-01,50727.0,2536.0,Annual Revision
EMP10323,2026-04-01,53203.0,6384.0,Promotion
EMP10324,2019-04-01,31467.0,1573.0,Annual Revision
EMP10324,2020-04-01,31842.0,3821.0,Annual Revision
EMP10324,2021-04-01,35973.0,1079.0,Market Adjustment
EMP10324,2022-04-01,40087.0,1203.0,Annual Revision
EMP10324,2023-04-01,42626.0,2131.0,Market Adjustment
EMP10324,2024-04-01,48172.0,1445.0,Market Adjustment
EMP10324,2025-04-01,51228.0,6147.0,Promotion
EMP10324,2026-04-01,56519.0,4522.0,Market Adjustment
EMP10325,2023-04-01,70883.0,5671.0,Annual Revision
EMP10325,2024-04-01,78258.0,2348.0,Market Adjustment
EMP10325,2025-04-01,86999.0,6960.0,Annual Revision
EMP10325,2026-04-01,92721.0,2782.0,Promotion
EMP10326,2021-04-01,123663.0,6183.0,Promotion
EMP10326,2022-04-01,132568.0,3977.0,Promotion
EMP10326,2023-04-01,149280.0,7464.0,Promotion
EMP10326,2024-04-01,164112.0,13129.0,Market Adjustment
EMP10326,2025-04-01,176831.0,5305.0,No Change
EMP10326,2026-04-01,178645.0,8932.0,Annual Revision
EMP10327,2024-04-01,68841.0,3442.0,Annual Revision
EMP10327,2025-04-01,73846.0,5908.0,No Change
EMP10327,2026-04-01,82925.0,4146.0,Annual Revision
EMP10328,2024-04-01,42773.0,1283.0,Annual Revision
EMP10328,2025-04-01,46559.0,2328.0,Annual Revision
EMP10328,2026-04-01,51634.0,4131.0,Promotion
EMP10329,2026-04-01,31319.0,1566.0,Promotion
EMP10330,2024-04-01,41833.0,2092.0,Annual Revision
EMP10330,2025-04-01,47093.0,2355.0,Annual Revision
EMP10330,2026-04-01,48738.0,3899.0,Annual Revision
EMP10331,2022-04-01,63332.0,1900.0,Annual Revision
EMP10331,2023-04-01,69608.0,8353.0,No Change
EMP10331,2024-04-01,78580.0,3929.0,Promotion
EMP10331,2025-04-01,83099.0,9972.0,Market Adjustment
EMP10331,2026-04-01,87091.0,2613.0,Annual Revision
EMP10332,2023-04-01,44924.0,5391.0,Market Adjustment
EMP10332,2024-04-01,44621.0,1339.0,Annual Revision
EMP10332,2025-04-01,53434.0,2672.0,Annual Revision
EMP10332,2026-04-01,56196.0,1686.0,Market Adjustment
EMP10333,2019-04-01,126370.0,15164.0,Promotion
EMP10333,2020-04-01,139934.0,11195.0,Promotion
EMP10333,2021-04-01,135221.0,10818.0,Annual Revision
EMP10333,2022-04-01,152235.0,12179.0,Annual Revision
EMP10333,2023-04-01,187359.0,5621.0,Annual Revision
EMP10333,2024-04-01,202250.0,16180.0,Annual Revision
EMP10333,2025-04-01,218639.0,6559.0,Annual Revision
EMP10333,2026-04-01,223137.0,6694.0,Promotion
EMP10334,2023-04-01,33973.0,2718.0,No Change
EMP10334,2024-04-01,35604.0,1780.0,Annual Revision
EMP10334,2025-04-01,39591.0,1188.0,Annual Revision
EMP10334,2026-04-01,42029.0,1261.0,No Change
EMP10335,2021-04-01,47653.0,2383.0,No Change
EMP10335,2022-04-01,45752.0,1373.0,Market Adjustment
EMP10335,2023-04-01,52895.0,2645.0,Annual Revision
EMP10335,2024-04-01,61111.0,3056.0,Promotion
EMP10335,2025-04-01,67107.0,5369.0,Annual Revision
EMP10335,2026-04-01,65306.0,1959.0,Market Adjustment
EMP10336,2024-04-01,67713.0,5417.0,Annual Revision
EMP10336,2025-04-01,73531.0,2206.0,Annual Revision
EMP10336,2026-04-01,80213.0,6417.0,Market Adjustment
EMP10337,2025-04-01,66658.0,5333.0,Market Adjustment
EMP10337,2026-04-01,73202.0,3660.0,No Change
EMP10338,2021-04-01,70141.0,3507.0,Market Adjustment
EMP10338,2022-04-01,74322.0,3716.0,Promotion
EMP10338,2023-04-01,80044.0,4002.0,Annual Revision
EMP10338,2024-04-01,96613.0,4831.0,Annual Revision
EMP10338,2025-04-01,105918.0,5296.0,Annual Revision
EMP10338,2026-04-01,123809.0,9905.0,Annual Revision
EMP10339,2025-04-01,31847.0,1592.0,Annual Revision
EMP10339,2026-04-01,36212.0,1811.0,Market Adjustment
EMP10340,2021-04-01,30052.0,902.0,Annual Revision
EMP10340,2022-04-01,34219.0,1711.0,No Change
EMP10340,2023-04-01,38262.0,1148.0,Annual Revision
EMP10340,2024-04-01,45036.0,2252.0,No Change
EMP10340,2025-04-01,52294.0,4184.0,Annual Revision
EMP10340,2026-04-01,53862.0,4309.0,Annual Revision
EMP10341,2020-04-01,72806.0,3640.0,Market Adjustment
EMP10341,2021-04-01,76717.0,3836.0,Annual Revision
EMP10341,2022-04-01,80552.0,4028.0,Annual Revision
EMP10341,2023-04-01,92763.0,4638.0,Annual Revision
EMP10341,2024-04-01,97921.0,11750.0,Market Adjustment
EMP10341,2025-04-01,108196.0,12983.0,Annual Revision
EMP10341,2026-04-01,117892.0,5895.0,Annual Revision
EMP10342,2025-04-01,62862.0,1886.0,Annual Revision
EMP10342,2026-04-01,71304.0,8557.0,Annual Revision
EMP10343,2021-04-01,31853.0,1593.0,Promotion
EMP10343,2022-04-01,33088.0,993.0,Market Adjustment
EMP10343,2023-04-01,38567.0,1928.0,Annual Revision
EMP10343,2024-04-01,39927.0,1996.0,Annual Revision
EMP10343,2025-04-01,44347.0,3548.0,Market Adjustment
EMP10343,2026-04-01,47352.0,3788.0,Annual Revision
EMP10344,2023-04-01,69834.0,2095.0,Annual Revision
EMP10344,2024-04-01,74994.0,2250.0,Annual Revision
EMP10344,2025-04-01,81904.0,2457.0,Annual Revision
EMP10344,2026-04-01,94901.0,7592.0,Promotion
EMP10345,2021-04-01,46204.0,1386.0,Promotion
EMP10345,2022-04-01,52086.0,4167.0,Market Adjustment
EMP10345,2023-04-01,55033.0,1651.0,Promotion
EMP10345,2024-04-01,64387.0,3219.0,Promotion
EMP10345,2025-04-01,68563.0,2057.0,Annual Revision
EMP10345,2026-04-01,70267.0,3513.0,Promotion
EMP10346,2019-04-01,31134.0,1557.0,Market Adjustment
EMP10346,2020-04-01,35064.0,1753.0,Annual Revision
EMP10346,2021-04-01,35553.0,1778.0,Promotion
EMP10346,2022-04-01,41401.0,3312.0,Annual Revision
EMP10346,2023-04-01,51615.0,2581.0,Market Adjustment
EMP10346,2024-04-01,51290.0,1539.0,Annual Revision
EMP10346,2025-04-01,63423.0,5074.0,Promotion
EMP10346,2026-04-01,62361.0,3118.0,Promotion
EMP10347,2019-04-01,32495.0,2600.0,Annual Revision
EMP10347,2020-04-01,33511.0,1676.0,Market Adjustment
EMP10347,2021-04-01,36431.0,2914.0,Annual Revision
EMP10347,2022-04-01,37922.0,1896.0,Annual Revision
EMP10347,2023-04-01,43329.0,2166.0,Annual Revision
EMP10347,2024-04-01,49436.0,2472.0,No Change
EMP10347,2025-04-01,59507.0,4761.0,Annual Revision
EMP10347,2026-04-01,59908.0,7189.0,Market Adjustment
EMP10348,2025-04-01,126056.0,3782.0,No Change
EMP10348,2026-04-01,144977.0,11598.0,Annual Revision
EMP10349,2023-04-01,64461.0,5157.0,Promotion
EMP10349,2024-04-01,67536.0,5403.0,Market Adjustment
EMP10349,2025-04-01,74137.0,5931.0,Promotion
EMP10349,2026-04-01,81595.0,4080.0,Market Adjustment
EMP10350,2024-04-01,41702.0,1251.0,Annual Revision
EMP10350,2025-04-01,48488.0,5819.0,Annual Revision
EMP10350,2026-04-01,48983.0,3919.0,Annual Revision
EMP10351,2019-04-01,70038.0,2101.0,Annual Revision
EMP10351,2020-04-01,73565.0,2207.0,Annual Revision
EMP10351,2021-04-01,79631.0,6370.0,Annual Revision
EMP10351,2022-04-01,76916.0,6153.0,Promotion
EMP10351,2023-04-01,98664.0,7893.0,No Change
EMP10351,2024-04-01,111733.0,13408.0,No Change
EMP10351,2025-04-01,112692.0,9015.0,Annual Revision
EMP10351,2026-04-01,138152.0,6908.0,No Change
EMP10352,2024-04-01,96750.0,2903.0,No Change
EMP10352,2025-04-01,100149.0,5007.0,Annual Revision
EMP10352,2026-04-01,112678.0,5634.0,Annual Revision
EMP10353,2023-04-01,70632.0,3532.0,No Change
EMP10353,2024-04-01,76742.0,6139.0,Annual Revision
EMP10353,2025-04-01,80882.0,6471.0,No Change
EMP10353,2026-04-01,86244.0,2587.0,Market Adjustment
EMP10354,2026-04-01,45171.0,5420.0,Annual Revision
EMP10355,2021-04-01,64967.0,7796.0,Annual Revision
EMP10355,2022-04-01,68932.0,2068.0,Market Adjustment
EMP10355,2023-04-01,77480.0,6198.0,Market Adjustment
EMP10355,2024-04-01,93793.0,11255.0,Annual Revision
EMP10355,2025-04-01,96183.0,7695.0,Annual Revision
EMP10355,2026-04-01,113953.0,5698.0,Market Adjustment
EMP10356,2024-04-01,89435.0,4472.0,Market Adjustment
EMP10356,2025-04-01,104432.0,5222.0,Market Adjustment
EMP10356,2026-04-01,108008.0,3240.0,Annual Revision
EMP10357,2020-04-01,44546.0,1336.0,Annual Revision
EMP10357,2021-04-01,46742.0,5609.0,Annual Revision
EMP10357,2022-04-01,51116.0,2556.0,Annual Revision
EMP10357,2023-04-01,58997.0,2950.0,No Change
EMP10357,2024-04-01,65719.0,3286.0,Market Adjustment
EMP10357,2025-04-01,69843.0,2095.0,Market Adjustment
EMP10357,2026-04-01,73109.0,2193.0,Annual Revision
EMP10358,2023-04-01,62199.0,3110.0,Promotion
EMP10358,2024-04-01,70993.0,5679.0,Annual Revision
EMP10358,2025-04-01,75255.0,6020.0,Market Adjustment
EMP10358,2026-04-01,87205.0,6976.0,Annual Revision
EMP10359,2024-04-01,33624.0,1681.0,Promotion
EMP10359,2025-04-01,35880.0,1794.0,Annual Revision
EMP10359,2026-04-01,38591.0,1158.0,No Change
EMP10360,2020-04-01,30351.0,3642.0,Market Adjustment
EMP10360,2021-04-01,31519.0,1576.0,No Change
EMP10360,2022-04-01,35255.0,1058.0,Annual Revision
EMP10360,2023-04-01,41874.0,1256.0,Annual Revision
EMP10360,2024-04-01,44480.0,2224.0,Annual Revision
EMP10360,2025-04-01,50454.0,4036.0,Annual Revision
EMP10360,2026-04-01,53220.0,2661.0,Promotion
EMP10361,2020-04-01,39752.0,1988.0,No Change
EMP10361,2021-04-01,45456.0,2273.0,Annual Revision
EMP10361,2022-04-01,47142.0,2357.0,Annual Revision
EMP10361,2023-04-01,56992.0,4559.0,No Change
EMP10361,2024-04-01,66335.0,3317.0,Promotion
EMP10361,2025-04-01,69219.0,5538.0,No Change
EMP10361,2026-04-01,80533.0,2416.0,Market Adjustment
EMP10362,2020-04-01,42033.0,2102.0,Annual Revision
EMP10362,2021-04-01,48674.0,3894.0,Annual Revision
EMP10362,2022-04-01,48355.0,1451.0,Promotion
EMP10362,2023-04-01,50817.0,1524.0,Annual Revision
EMP10362,2024-04-01,63596.0,3180.0,Promotion
EMP10362,2025-04-01,69226.0,5538.0,No Change
EMP10362,2026-04-01,73540.0,5883.0,No Change
EMP10363,2024-04-01,30139.0,1507.0,Annual Revision
EMP10363,2025-04-01,34338.0,4121.0,Annual Revision
EMP10363,2026-04-01,36349.0,2908.0,Annual Revision
EMP10364,2026-04-01,45958.0,2298.0,Annual Revision
EMP10365,2024-04-01,69686.0,3484.0,Annual Revision
EMP10365,2025-04-01,76187.0,3809.0,Annual Revision
EMP10365,2026-04-01,79583.0,6367.0,Annual Revision
EMP10366,2021-04-01,45468.0,3637.0,Annual Revision
EMP10366,2022-04-01,49395.0,2470.0,Promotion
EMP10366,2023-04-01,56998.0,1710.0,Market Adjustment
EMP10366,2024-04-01,58969.0,4717.0,Annual Revision
EMP10366,2025-04-01,66300.0,3315.0,Annual Revision
EMP10366,2026-04-01,75383.0,2261.0,Annual Revision
EMP10367,2020-04-01,43006.0,5161.0,No Change
EMP10367,2021-04-01,43972.0,2199.0,Market Adjustment
EMP10367,2022-04-01,46423.0,1393.0,Annual Revision
EMP10367,2023-04-01,53281.0,4262.0,Promotion
EMP10367,2024-04-01,57028.0,2851.0,Promotion
EMP10367,2025-04-01,61675.0,4934.0,Annual Revision
EMP10367,2026-04-01,68916.0,2067.0,Market Adjustment
EMP10368,2019-04-01,32360.0,,Annual Revision
EMP10368,2020-04-01,33366.0,1001.0,Annual Revision
EMP10368,2021-04-01,36293.0,2903.0,Market Adjustment
EMP10368,2022-04-01,38690.0,3095.0,Annual Revision
EMP10368,2023-04-01,42813.0,5138.0,Promotion
EMP10368,2024-04-01,49517.0,5942.0,Annual Revision
EMP10368,2025-04-01,56574.0,2829.0,Market Adjustment
EMP10368,2026-04-01,56141.0,4491.0,Annual Revision
EMP10369,2025-04-01,69904.0,8389.0,Promotion
EMP10369,2026-04-01,77412.0,6193.0,Promotion
EMP10370,2021-04-01,86824.0,2605.0,Annual Revision
EMP10370,2022-04-01,101211.0,5061.0,Market Adjustment
EMP10370,2023-04-01,111892.0,3357.0,Annual Revision
EMP10370,2024-04-01,119857.0,9589.0,Annual Revision
EMP10370,2025-04-01,135135.0,10811.0,Annual Revision
EMP10370,2026-04-01,152235.0,7612.0,Promotion
EMP10371,2022-04-01,44674.0,5361.0,Promotion
EMP10371,2023-04-01,51641.0,1549.0,Annual Revision
EMP10371,2024-04-01,53751.0,2688.0,Annual Revision
EMP10371,2025-04-01,56681.0,4534.0,Market Adjustment
EMP10371,2026-04-01,59593.0,4767.0,No Change
EMP10372,2025-04-01,46945.0,2347.0,Annual Revision
EMP10372,2026-04-01,50058.0,4005.0,Promotion
EMP10373,2019-04-01,42664.0,3413.0,Annual Revision
EMP10373,2020-04-01,47839.0,2392.0,Market Adjustment
EMP10373,2021-04-01,50015.0,1500.0,No Change
EMP10373,2022-04-01,52232.0,1567.0,Annual Revision
EMP10373,2023-04-01,61778.0,3089.0,Annual Revision
